排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
121,重组蛋白,BK1063,767.31,12.19,1.61,154596243000,1.72,12,2,神州细胞-U,5.99
93,钙钛矿电池,BK1094,748.33,11.44,1.55,601663968000,1.81,26,2,宝馨科技,7.14
181,化妆品概念,BK0974,1057.56,15.76,1.51,653358688000,2.3,39,17,拉芳家化,10.02
180,磁悬浮概念,BK0975,1674.75,24.74,1.5,728847456000,1.81,19,9,永鼎股份,10.04
184,注册制次新股,BK0971,699.9,10.36,1.5,737881328000,11.31,53,19,壹连科技,13.75
294,京东金融,BK0849,1472.52,21.64,1.49,230959975000,1.38,8,2,神州信息,9.99
78,供销社概念,BK1109,986.98,14.43,1.48,134916869000,2.26,12,1,亚钾国际,3.73
212,汽车拆解,BK0943,1067.66,15.44,1.47,278610880000,2.58,11,4,德众汽车,18.83
16,合成生物,BK1174,1051.72,15.27,1.47,1213442816000,2.41,86,23,芭薇股份,29.99
448,稀缺资源,BK0519,21596.86,309.71,1.45,2891387168000,1.28,63,10,国城矿业,10.02
160,毛发医疗,BK0996,801.14,11.43,1.45,88069047000,2.39,11,3,金发拉比,5.11
67,血氧仪,BK1122,940.02,13.24,1.43,132383154000,2.0,12,2,中科美菱,5.74
200,C2M概念,BK0955,1181.42,16.66,1.43,312912832000,3.39,23,15,长荣股份,20.03
366,举牌,BK0685,2090.22,28.22,1.37,192870132000,1.74,10,1,普元信息,4.78
324,AI智能体,BK0809,1109.47,14.66,1.34,651823008000,6.31,34,11,宏景科技,10.04
405,石墨烯,BK0617,1986.62,25.68,1.31,849835728000,3.22,44,25,佛塑科技,10.06
69,熊去氧胆酸,BK1120,945.47,12.06,1.29,330501872000,1.94,19,2,科伦药业,5.29
406,中药概念,BK0615,1981.95,25.27,1.29,1866543872000,1.66,106,35,启迪药业,10.04
222,尾气治理,BK0932,1410.38,17.86,1.28,248010458000,5.04,27,7,中航泰达,12.49
327,精准医疗,BK0806,961.39,12.1,1.27,588134800000,2.91,32,13,塞力医疗,10.0
182,注射器概念,BK0973,846.02,10.45,1.25,74538707000,2.16,11,1,天华新能,5.94
68,第四代半导体,BK1121,1342.16,16.54,1.25,106578317000,1.14,3,1,蓝晓科技,3.89
163,宠物经济,BK0993,739.71,9.04,1.24,248531028000,1.85,29,8,可靠股份,8.93
207,MicroLED,BK0948,1023.38,12.55,1.24,471625168000,2.0,13,7,深康佳Ａ,9.92
123,新冠药物,BK1060,749.37,9.21,1.24,544399088000,1.56,45,12,永太科技,10.01
312,租售同权,BK0822,754.73,9.12,1.22,437276448000,2.45,12,4,皇庭国际,9.94
156,宁组合,BK1000,538.97,6.26,1.18,4395081728000,1.73,17,7,亿纬锂能,8.93
450,化工原料,BK0512,20566.04,238.01,1.17,1131220672000,2.07,53,13,金晶科技,5.86
262,医疗美容,BK0889,1497.71,17.12,1.16,962729840000,1.76,46,16,拉芳家化,10.02
151,专精特新,BK1005,1161.14,13.34,1.16,4760384768000,4.7,516,250,浩淼科技,29.97
303,互联医疗,BK0837,1007.45,11.43,1.15,4912545024000,2.45,72,28,塞力医疗,10.0
446,新材料,BK0523,25252.22,285.39,1.14,4140957296000,3.17,251,88,科力远,9.94
252,CRO,BK0899,1328.46,14.93,1.14,524736096000,2.49,31,7,海特生物,5.79
415,参股新三板,BK0600,2486.62,27.46,1.12,1465872816000,3.2,61,37,云鼎科技,9.97
433,滨海新区,BK0566,9217.24,101.15,1.11,200174931000,1.49,13,6,滨海能源,9.98
4,首发经济,BK1186,954.1,10.46,1.11,308776960000,5.52,27,11,欧圣电气,7.24
101,痘病毒防治,BK1085,773.11,8.52,1.11,630849648000,2.11,44,12,润达医疗,6.41
178,碳化硅,BK0977,1328.29,14.58,1.11,561155840000,2.86,26,10,蓝海华腾,6.23
239,消毒剂,BK0913,1214.85,13.37,1.11,548186352000,2.03,41,13,上海洗霸,10.01
387,养老概念,BK0653,2448.0,26.85,1.11,2833951824000,2.4,83,34,启迪药业,10.04
362,基因测序,BK0693,1846.48,20.2,1.11,551724400000,3.72,37,16,贝瑞基因,10.02
354,超级电容,BK0703,3499.45,38.53,1.11,619711792000,2.28,22,8,瑞泰新材,10.82
216,辅助生殖,BK0939,966.92,10.11,1.06,517456480000,2.9,38,14,贝瑞基因,10.02
92,钒电池,BK1095,1107.02,11.42,1.04,504525776000,1.86,13,7,中核钛白,7.51
374,病毒防治,BK0675,2331.63,24.06,1.04,1482120448000,1.92,88,31,沐邦高科,10.0
383,婴童概念,BK0664,1416.71,14.44,1.03,1236068064000,2.85,92,47,群兴玩具,10.04
72,抗菌面料,BK1116,1206.68,12.27,1.03,83195764000,2.78,9,4,佛塑科技,10.06
439,黄金概念,BK0547,11718.81,118.61,1.02,1488607600000,1.45,42,12,国城矿业,10.02
379,医疗器械概念,BK0668,3519.42,35.59,1.02,4604689408000,2.82,221,84,沐邦高科,10.0
438,生物疫苗,BK0548,24490.07,239.9,0.99,1029795104000,1.41,48,18,塞力医疗,10.0
245,流感,BK0906,1418.17,13.88,0.99,1283735600000,1.79,86,27,启迪药业,10.04
369,燃料电池,BK0682,3264.05,30.62,0.95,2643252928000,2.66,92,46,长城电工,9.97
38,短剧互动游戏,BK1151,1162.47,10.94,0.95,356936144000,5.0,17,8,恺英网络,6.19
210,装配建筑,BK0945,953.31,8.89,0.94,1428401120000,1.38,51,31,宁波建工,9.95
337,高送转,BK0723,3624.83,33.24,0.93,3546496128000,3.69,145,67,鼎胜新材,9.99
242,降解塑料,BK0909,1570.63,14.43,0.93,692063888000,2.22,42,17,华阳新材,9.94
276,青蒿素,BK0872,1503.8,13.76,0.92,270643264000,1.01,9,2,润都股份,2.2
211,肝素概念,BK0944,824.57,7.48,0.92,202258640000,1.35,10,3,常山药业,6.15
39,新型工业化,BK1150,1194.56,10.76,0.91,1644033120000,4.36,48,38,长荣股份,20.03
107,肝炎概念,BK1078,1111.27,10.02,0.91,425713200000,1.97,34,11,迪安诊断,5.62
202,鸿蒙概念,BK0953,1539.66,13.77,0.9,2220370080000,5.25,71,41,塞力医疗,10.0
238,医废处理,BK0914,1032.9,9.26,0.9,201566898000,1.76,18,14,塞力医疗,10.0
3,小红书概念,BK1187,1086.71,9.68,0.9,465629872000,5.12,40,20,若羽臣,10.0
393,创业成份,BK0638,1761.91,15.56,0.89,6142476544000,2.9,64,36,亿纬锂能,8.93
278,GDR,BK0868,877.31,7.62,0.88,1431148064000,1.1,9,2,国轩高科,3.91
461,煤化工,BK0492,8615.79,75.34,0.88,2291503232000,1.27,47,19,东华科技,7.94
205,草甘膦,BK0950,1378.76,11.83,0.87,151886464000,1.03,10,3,兴发集团,3.39
256,维生素,BK0895,1623.15,13.86,0.86,414752304000,1.48,20,10,新赣江,9.12
143,华为欧拉,BK1013,1724.12,14.5,0.85,329755056000,8.63,12,5,普元信息,4.78
234,特高压,BK0918,1789.06,15.12,0.85,1087065552000,1.95,58,25,奥 特 迅,9.98
167,储能,BK0989,1757.19,14.7,0.84,8026275840000,2.29,201,121,奥 特 迅,9.98
198,拼多多概念,BK0957,1221.36,10.17,0.84,146065663000,3.8,18,7,若羽臣,10.0
233,RCS概念,BK0919,1400.61,11.61,0.84,218248479000,4.1,17,5,梦网科技,3.13
81,创新药,BK1106,1072.14,8.74,0.82,1547680192000,1.48,63,26,常山药业,6.15
162,空间站概念,BK0994,1532.36,12.41,0.82,195941147000,6.12,12,8,旋极信息,8.57
114,跨境支付,BK1071,1604.97,13.01,0.82,11492280064000,0.34,28,19,神州信息,9.99
263,农业种植,BK0888,2047.94,16.38,0.81,736318416000,3.19,57,25,永太科技,10.01
179,被动元件,BK0976,1276.29,10.26,0.81,396526928000,2.87,19,8,法拉电子,5.33
261,MLCC,BK0890,1876.06,15.08,0.81,213419688000,2.64,11,3,国瓷材料,5.1
176,低碳冶金,BK0979,941.78,7.45,0.8,314360720000,0.81,5,2,宝钢股份,2.68
270,3D玻璃,BK0881,1259.39,9.96,0.8,318247536000,4.35,10,7,福能东方,12.27
281,电子烟,BK0865,1827.67,14.49,0.8,1005842000000,3.51,29,22,力王股份,29.99
403,地热能,BK0622,3203.12,25.37,0.8,94869855000,3.55,5,8,海立股份,10.01
335,创业板综,BK0742,1457.57,10.93,0.76,13409915904000,4.84,889,458,金银河,20.01
401,通用航空,BK0625,5539.77,41.9,0.76,1077081904000,1.56,26,13,殷图网联,22.82
417,融资融券,BK0596,2406.7,18.03,0.75,91963289600000,1.53,2197,1340,群兴玩具,10.04
214,疫苗冷链,BK0941,1117.49,8.35,0.75,464857184000,1.49,18,9,中科美菱,5.74
240,远程办公,BK0912,1534.99,11.21,0.74,798099040000,5.2,23,15,致远互联,11.2
169,CAR-T细胞疗法,BK0986,933.29,6.82,0.74,429568560000,2.57,13,10,迪安诊断,5.62
31,微盘股,BK1158,2084.02,15.06,0.73,720587152000,3.51,281,102,华阳新材,9.94
421,西部大开发,BK0590,2650.6,19.2,0.73,10691856128000,1.95,372,197,保利联合,9.96
340,健康中国,BK0719,1112.53,8.0,0.72,1468752800000,2.41,74,28,中科美菱,5.74
224,抖音小店,BK0928,1178.72,8.3,0.71,256667932000,2.95,14,11,若羽臣,10.0
427,核能核电,BK0577,2017.24,14.17,0.71,2832625520000,1.81,82,50,奥 特 迅,9.98
290,电子竞技,BK0853,1319.14,9.19,0.7,2967238576000,2.08,19,16,深 赛 格,10.01
19,碳纤维,BK1171,1227.8,8.56,0.7,356778928000,2.92,23,11,安泰科技,6.66
127,幽门螺杆菌概念,BK1056,817.42,5.72,0.7,461908848000,1.66,38,13,科伦药业,5.29
32,飞行汽车(eVTOL),BK1157,1760.22,12.05,0.69,830328256000,5.05,45,26,合锻智能,9.96
395,B股,BK0636,879.82,6.05,0.69,431345600000,0.23,48,20,海立Ｂ股,6.25
447,社保重仓,BK0520,10428.54,70.45,0.68,394268096000,2.21,17,10,山推股份,4.16
166,快递概念,BK0990,871.63,5.88,0.68,586735232000,1.42,27,14,佛塑科技,10.06
300,OLED,BK0840,2507.44,16.52,0.66,2115580128000,3.1,83,38,恒润股份,10.0
177,光伏建筑一体化,BK0978,1270.4,8.26,0.65,1063592256000,2.82,45,33,深 赛 格,10.01
301,知识产权,BK0839,1804.44,11.55,0.64,367455568000,3.32,24,16,飞天诚信,10.78
100,粮食概念,BK1086,771.55,4.91,0.64,203024154000,2.28,18,10,康农种业,10.9
197,虚拟电厂,BK0958,1800.71,11.53,0.64,631663072000,2.31,30,21,奥 特 迅,9.98
430,预亏预减,BK0570,1885.71,12.03,0.64,11502454016000,2.75,797,440,群兴玩具,10.04
424,LED,BK0580,3233.7,20.42,0.64,1362216608000,2.9,52,41,华荣股份,10.01
251,新能源车,BK0900,1854.63,11.55,0.63,11890393344000,3.36,358,239,群兴玩具,10.04
43,减肥药,BK1146,904.16,5.62,0.63,368362352000,1.75,18,8,德源药业,7.54
431,深成500,BK0568,1120.09,6.94,0.62,22401030656000,1.9,304,179,神州信息,9.99
268,数字货币,BK0883,1798.46,11.15,0.62,857515872000,3.93,47,29,神州信息,9.99
284,数字孪生,BK0861,1460.31,9.07,0.62,996539952000,3.27,47,31,恒为科技,10.0
119,气溶胶检测,BK1065,1220.85,7.42,0.61,210531846000,1.19,7,3,蓝盾光电,3.31
307,工业互联,BK0832,2171.95,13.13,0.61,4428842496000,3.38,112,77,华荣股份,10.01
277,单抗概念,BK0870,1406.89,8.5,0.61,1451935456000,1.07,37,11,神州细胞-U,5.99
203,第三代半导体,BK0952,1355.9,8.19,0.61,1733411504000,4.23,63,46,深康佳Ａ,9.92
304,独角兽,BK0835,1733.96,10.57,0.61,5166205952000,3.02,61,58,神州信息,9.99
459,节能环保,BK0494,10876.51,66.04,0.61,3727070368000,2.27,252,139,梅安森,15.21
422,太阳能,BK0588,3069.72,18.34,0.6,7706473216000,1.96,235,157,华荣股份,10.01
90,TOPCon电池,BK1097,722.51,4.3,0.6,594373520000,2.13,24,15,沐邦高科,10.0
390,手游概念,BK0642,1238.2,7.26,0.59,799881200000,4.32,33,15,旋极信息,8.57
355,中证500,BK0701,1955.35,11.47,0.59,13489955328000,1.65,286,188,中国核建,9.99
360,国产软件,BK0696,3306.97,19.05,0.58,3229040368000,5.38,146,84,神州信息,9.99
443,转债标的,BK0528,9360.01,53.79,0.58,7303099904000,1.78,304,174,塞力医疗,10.0
159,NFT概念,BK0997,1502.76,8.65,0.58,508626976000,3.67,35,17,先进数通,10.44
407,食品安全,BK0614,5729.97,33.16,0.58,340850144000,3.21,31,11,广电计量,4.62
11,房屋检测,BK1179,1300.22,7.5,0.58,221071556000,2.46,22,12,宁波建工,9.95
462,军工,BK0490,60286.08,348.82,0.58,5974672128000,3.24,308,181,华荣股份,10.01
7,谷子经济,BK1183,1025.47,5.84,0.57,530910224000,4.77,35,23,沐邦高科,10.0
82,世界杯,BK1105,1592.46,8.96,0.57,2507896688000,2.18,12,7,锋尚文化,3.69
192,商业航天,BK0963,1515.97,8.45,0.56,1600504832000,4.18,98,53,联创光电,10.0
423,智能电网,BK0581,1657.05,9.21,0.56,1896564320000,3.4,107,64,天正电气,10.05
79,科创板做市股,BK1108,965.35,5.38,0.56,1866857568000,1.48,25,19,西部超导,6.58
102,数字哨兵,BK1084,1482.04,8.2,0.56,95664234000,4.07,9,3,雄帝科技,3.54
293,进口博览,BK0850,969.92,5.43,0.56,237227439000,0.84,8,8,来伊份,7.12
209,EDA概念,BK0946,1087.05,5.95,0.55,224116709000,3.3,9,5,ST晨鸣,4.55
135,IGBT概念,BK1048,787.34,4.29,0.55,2124593904000,2.05,25,13,皇庭国际,9.94
232,车联网(车路云),BK0920,1418.18,7.77,0.55,5725375232000,2.64,135,78,纵横通信,9.98
23,低空经济,BK1166,1400.48,7.56,0.54,3361671760000,3.73,143,95,宁波建工,9.95
432,股权激励,BK0567,2878.08,15.44,0.54,4530264320000,3.08,130,77,深圳新星,9.98
73,跨境电商,BK1115,1326.9,7.12,0.54,1406863504000,2.96,73,51,*ST有树,8.95
273,PCB,BK0877,1725.54,9.28,0.54,1058476016000,3.89,51,36,博敏电子,10.04
253,胎压监测,BK0898,2094.96,10.95,0.53,326102208000,3.26,17,9,亿纬锂能,8.93
319,大飞机,BK0814,1311.62,6.91,0.53,1844671680000,2.4,69,28,旋极信息,8.57
320,雄安新区,BK0813,873.92,4.65,0.53,2628491296000,1.83,101,54,首开股份,9.89
29,柔性屏(折叠屏),BK1160,1399.9,7.22,0.52,1015950848000,2.84,41,32,晶华新材,9.98
46,空间计算,BK1143,1254.4,6.49,0.52,151997529000,5.05,15,9,宏景科技,10.04
241,口罩,BK0911,1540.34,8.03,0.52,2974876208000,3.01,89,63,佛塑科技,10.06
329,深股通,BK0804,1014.32,5.14,0.51,30173328640000,2.7,805,525,众泰汽车,10.13
282,氢能源,BK0864,1086.11,5.51,0.51,4612440576000,1.63,144,89,众泰汽车,10.13
106,户外露营,BK1079,1217.08,6.16,0.51,126645014000,2.37,14,10,趣睡科技,10.66
113,中俄贸易概念,BK1072,1299.6,6.46,0.5,460290368000,2.22,36,22,众泰汽车,10.13
188,水产养殖,BK0967,804.61,4.0,0.5,252295725000,2.18,9,6,神农种业,3.87
59,时空大数据,BK1130,1279.44,6.35,0.5,208710732000,9.57,17,8,旋极信息,8.57
436,机构重仓,BK0552,13635.14,68.08,0.5,41965640192000,1.0,558,363,启迪药业,10.04
174,工业气体,BK0981,1395.27,6.83,0.49,378099712000,1.13,13,13,硅烷科技,6.06
373,独家药品,BK0676,2295.59,11.27,0.49,712365856000,1.19,27,13,ST目药,4.52
264,鸡肉概念,BK0887,712.2,3.44,0.49,360934208000,1.28,16,3,圣农发展,2.35
309,区块链,BK0830,1075.86,5.28,0.49,8330463744000,1.99,140,94,群兴玩具,10.04
291,冷链物流,BK0852,1732.84,8.3,0.48,1533328304000,2.09,61,49,海立股份,10.01
269,猪肉概念,BK0882,1148.25,5.46,0.48,845808624000,1.41,27,8,金字火腿,4.9
54,数据要素,BK1135,1163.72,5.59,0.48,1953598448000,5.2,80,54,云鼎科技,9.97
388,特斯拉,BK0644,5132.21,24.53,0.48,4831636480000,3.5,113,90,合锻智能,9.96
296,百度概念,BK0845,1722.73,8.13,0.47,2666386208000,4.35,89,56,天正电气,10.05
342,航母概念,BK0715,836.01,3.88,0.47,1112535440000,1.36,23,12,东方锆业,7.66
249,MiniLED,BK0902,1715.26,8.06,0.47,921944368000,2.47,35,23,深康佳Ａ,9.92
171,华为汽车,BK0984,1940.25,8.94,0.46,1638345120000,3.29,59,42,德尔股份,20.01
218,蚂蚁概念,BK0937,723.97,3.35,0.46,4939002624000,0.82,33,20,先进数通,10.44
115,土壤修复,BK1070,759.54,3.48,0.46,193857383000,2.61,23,10,广电计量,4.62
382,电商概念,BK0665,1999.52,9.18,0.46,6429446144000,2.42,184,142,若羽臣,10.0
365,阿里概念,BK0689,2433.86,11.08,0.46,3285322992000,3.33,78,50,太极集团,10.0
292,纾困概念,BK0851,1601.5,7.22,0.45,431015360000,4.45,28,19,深圳新星,9.98
206,氦气概念,BK0949,1319.16,5.86,0.45,88864190000,1.81,5,6,杭氧股份,2.5
418,风能,BK0595,1887.39,8.43,0.45,6226288640000,1.22,118,92,长城电工,9.97
321,贬值受益,BK0812,1276.74,5.78,0.45,2071932160000,2.22,96,61,海泰科,14.11
399,北斗导航,BK0629,5477.17,24.51,0.45,922587904000,3.24,47,30,云鼎科技,9.97
441,QFII重仓,BK0535,16883.52,73.95,0.44,3139652960000,2.39,168,96,百合花,9.96
351,人脑工程,BK0706,4273.51,18.93,0.44,362502752000,6.06,12,9,塞力医疗,10.0
64,电子后视镜,BK1125,1562.99,6.82,0.44,396360864000,2.74,15,8,苏奥传感,5.82
287,工业大麻,BK0856,1566.84,6.73,0.43,408462384000,2.18,26,18,塞力医疗,10.0
397,大数据,BK0634,4975.97,20.57,0.42,5259122432000,4.4,181,125,宁波建工,9.95
404,3D打印,BK0619,5315.61,22.01,0.42,623496576000,4.11,36,26,安泰科技,6.66
460,新能源,BK0493,13824.57,57.25,0.42,5801854464000,1.67,108,90,华荣股份,10.01
9,并购重组概念,BK1181,1030.08,4.31,0.42,1230876368000,1.99,47,29,宁波建工,9.95
108,统一大市场,BK1077,1119.3,4.56,0.41,365609072000,1.79,23,16,华光源海,5.81
442,成渝特区,BK0534,17925.62,73.29,0.41,2224803392000,1.75,52,31,太极集团,10.0
275,垃圾分类,BK0873,1336.35,5.44,0.41,793224352000,2.49,57,40,新安洁,9.64
283,超级真菌,BK0862,942.79,3.88,0.41,481054480000,1.63,10,9,未名医药,10.03
164,REITs概念,BK0992,805.54,3.26,0.41,858519824000,1.6,14,9,张江高科,4.29
345,一带一路,BK0712,1277.11,5.25,0.41,13387721216000,0.99,238,177,宁波建工,9.95
325,军民融合,BK0808,1509.72,6.0,0.4,2793263904000,2.67,106,70,云鼎科技,9.97
137,调味品概念,BK1026,857.01,3.33,0.39,680153296000,1.62,16,17,安记食品,5.16
136,数据安全,BK1047,1036.43,4.02,0.39,1049816928000,3.59,54,26,恒为科技,10.0
116,智慧灯杆,BK1069,1444.71,5.59,0.39,139634183000,5.18,16,8,格利尔,4.93
41,BC电池,BK1148,860.14,3.25,0.38,380141232000,2.2,15,7,同享科技,5.9
368,国企改革,BK0683,4108.1,15.73,0.38,35847803136000,1.3,736,532,宁波建工,9.95
378,生态农业,BK0669,1215.46,4.6,0.38,272017888000,2.57,31,10,史丹利,5.0
429,预盈预增,BK0571,4507.04,17.08,0.38,17289269760000,2.79,759,507,晶华新材,9.98
215,网红直播,BK0940,667.42,2.54,0.38,1663210032000,3.82,71,55,若羽臣,10.0
331,无人驾驶,BK0802,1753.9,6.53,0.37,5857937920000,2.83,142,97,众泰汽车,10.13
30,Sora概念,BK1159,1581.81,5.67,0.36,371481088000,6.29,25,14,群兴玩具,10.04
10,华为海思,BK1180,1423.5,5.11,0.36,759666656000,5.28,20,18,深康佳Ａ,9.92
323,工业4.0,BK0810,2348.07,8.27,0.35,2765389760000,3.39,67,61,长荣股份,20.03
358,免疫治疗,BK0698,1279.37,4.4,0.35,449527760000,1.78,28,16,安必平,10.0
332,增强现实,BK0801,1150.03,4.06,0.35,653663920000,4.58,30,16,若羽臣,10.0
333,人工智能,BK0800,1592.26,5.52,0.35,9959600384000,3.85,336,253,金奥博,9.99
223,地塞米松,BK0929,1153.45,3.95,0.34,76365940000,1.33,6,3,赛托生物,2.7
235,半导体概念,BK0917,1618.06,5.52,0.34,8010088192000,2.87,193,146,皇庭国际,9.94
257,阿兹海默,BK0894,1620.3,5.4,0.33,138433203000,2.54,6,7,迪安诊断,5.62
49,央企改革,BK1140,1084.38,3.54,0.33,33645117440000,0.61,239,186,保利联合,9.96
5,冰雪经济,BK1185,867.75,2.79,0.32,222886659000,3.53,22,12,欧圣电气,7.24
386,网络安全,BK0655,4451.08,14.23,0.32,4952274176000,3.34,76,58,云鼎科技,9.97
334,深证100R,BK0743,1098.12,3.53,0.32,12970844672000,1.15,59,41,亿纬锂能,8.93
420,铁路基建,BK0592,2296.77,7.41,0.32,2895678848000,1.3,61,52,马钢股份,7.69
458,AB股,BK0498,10773.73,34.37,0.32,1367050720000,1.81,29,35,皇庭国际,9.94
367,京津冀,BK0684,1554.88,4.91,0.32,572788208000,1.94,32,19,首开股份,9.89
75,破净股,BK1112,1256.84,3.84,0.31,22461080576000,0.57,219,160,海螺新材,10.03
440,基金重仓,BK0536,10020.12,30.99,0.31,7267356672000,2.08,40,35,亿纬锂能,8.93
185,生物识别,BK0970,1522.67,4.55,0.3,1100423776000,3.27,28,23,飞天诚信,10.78
313,MSCI中国,BK0821,1171.9,3.39,0.29,64305055232000,0.75,297,242,亿纬锂能,8.93
94,汽车一体化压铸,BK1093,1174.94,3.42,0.29,341326000000,4.22,15,12,深圳新星,9.98
353,无人机,BK0704,2008.29,5.72,0.29,2655332768000,3.86,101,66,纵横通信,9.98
165,工程机械概念,BK0991,1361.0,3.81,0.28,1017784864000,1.74,30,16,唯万密封,5.52
272,标准普尔,BK0879,1444.74,4.0,0.28,56161034496000,1.05,554,449,宁波建工,9.95
352,上证380,BK0705,2314.2,6.2,0.27,7808029696000,1.37,192,172,中国核建,9.99
246,传感器,BK0905,1686.02,4.49,0.27,1509350512000,4.52,53,40,德尔股份,20.01
297,天然气,BK0843,1261.87,3.38,0.27,4623753216000,0.61,63,51,梅安森,15.21
279,富时罗素,BK0867,1504.75,3.83,0.26,61635122432000,1.25,684,544,宁波建工,9.95
254,IPv6,BK0897,1340.7,3.37,0.25,616402832000,3.12,5,7,深康佳Ａ,9.92
228,地摊经济,BK0924,1804.28,4.41,0.25,606888528000,2.29,17,17,上海凤凰,7.16
454,中字头,BK0505,7905.56,18.74,0.24,15729424896000,0.47,55,46,中国核建,9.99
109,建筑节能,BK1076,888.49,2.11,0.24,197563290000,3.52,26,14,金晶科技,5.86
157,茅指数,BK0999,712.16,1.7,0.24,13014315264000,1.07,16,25,亿纬锂能,8.93
412,参股保险,BK0604,2322.19,5.58,0.24,5701869824000,0.75,42,37,皇庭国际,9.94
189,碳交易,BK0966,1443.47,3.44,0.24,2459151840000,1.3,75,56,科力远,9.94
36,多模态AI,BK1153,1187.83,2.89,0.24,884925120000,5.74,31,20,云鼎科技,9.97
105,新型城镇化,BK1080,871.28,2.12,0.24,436024064000,2.52,52,42,宁波建工,9.95
400,智慧城市,BK0628,5198.97,12.42,0.24,2594995424000,4.09,126,87,神州信息,9.99
310,新零售,BK0825,929.84,2.18,0.24,2502258944000,2.43,69,71,拉芳家化,10.02
271,UWB概念,BK0880,1595.65,3.64,0.23,409964544000,2.77,9,10,梅安森,15.21
414,海工装备,BK0601,1540.8,3.53,0.23,1113408096000,1.3,24,18,新强联,7.39
227,北交所概念,BK0925,1594.84,3.69,0.23,356995952000,2.12,13,12,用友网络,7.54
111,托育服务,BK1074,684.29,1.59,0.23,85225568000,4.53,8,3,金发拉比,5.11
341,证金持股,BK0718,1285.44,3.01,0.23,36385833984000,0.53,113,106,首开股份,9.89
