排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
149,植物照明,BK1007,982.45,2.25,0.23,162479273000,3.16,12,6,木林森,5.37
21,Kimi概念,BK1169,1127.61,2.52,0.22,538009984000,6.16,15,10,汉得信息,4.62
434,移动支付,BK0556,11632.48,25.2,0.22,3423911664000,2.91,36,36,飞天诚信,10.78
389,上海自贸,BK0643,2915.16,6.43,0.22,920996288000,0.79,14,19,海立股份,10.01
326,共享经济,BK0807,848.38,1.83,0.22,248626277000,4.06,10,8,上海凤凰,7.16
161,华为昇腾,BK0995,1463.77,3.2,0.22,498707840000,5.6,13,17,先进数通,10.44
289,华为概念,BK0854,3416.72,7.39,0.22,13685216256000,3.73,395,317,宁水集团,10.0
410,央视50_,BK0610,2211.77,4.74,0.21,15368035584000,0.32,26,21,迪安诊断,5.62
437,深圳特区,BK0549,31434.91,65.46,0.21,9554253824000,2.25,195,140,奥 特 迅,9.98
457,AH股,BK0499,7510.69,14.77,0.2,32676538624000,0.41,76,67,马钢股份,7.69
76,AIGC概念,BK1111,1945.43,3.63,0.19,1971209968000,5.25,64,46,纵横通信,9.98
350,沪股通,BK0707,1969.94,3.79,0.19,59739657216000,0.89,646,575,华荣股份,10.01
456,HS300_,BK0500,10264.12,18.87,0.18,56195924480000,0.54,155,135,亿纬锂能,8.93
435,物联网,BK0554,14343.55,26.21,0.18,8257538560000,3.62,194,164,浩淼科技,29.97
236,氮化镓,BK0916,1273.55,2.27,0.18,973100688000,3.94,25,23,深康佳Ａ,9.92
47,裸眼3D,BK1142,1053.08,1.84,0.18,305049904000,1.96,16,7,大丰实业,1.96
356,充电桩,BK0700,2342.36,4.25,0.18,4213341712000,3.37,117,107,奥 特 迅,9.98
243,HIT电池,BK0908,2216.39,3.94,0.18,631904256000,1.99,25,12,泉为科技,5.39
453,创投,BK0506,14871.98,25.2,0.17,4575839488000,2.86,157,125,群兴玩具,10.04
381,苹果概念,BK0666,3062.87,5.28,0.17,2790657808000,2.79,65,60,汇成真空,12.21
311,养老金,BK0823,1319.97,2.28,0.17,2963473872000,1.42,103,71,焦点科技,7.8
89,生物质能发电,BK1098,908.7,1.49,0.16,196739540000,1.47,12,13,百川畅银,2.66
170,换电概念,BK0985,1332.06,2.19,0.16,832992496000,2.3,21,26,科达自控,13.49
172,核污染防治,BK0983,1209.24,1.86,0.15,377497616000,1.33,19,12,融发核电,5.81
83,信创,BK1104,1834.97,2.77,0.15,3813260656000,5.85,136,102,长荣股份,20.03
411,油气设服,BK0606,1525.45,2.08,0.14,1878600144000,1.22,32,29,瑞奇智造,7.68
266,VPN,BK0885,1294.14,1.69,0.13,350202368000,5.41,13,8,宁波建工,9.95
15,玻璃基板,BK1175,1352.47,1.6,0.12,524921344000,2.36,24,11,天马新材,4.63
154,激光雷达,BK1002,1516.57,1.88,0.12,469138496000,3.27,22,13,博敏电子,10.04
126,电子纸概念,BK1057,1063.36,1.31,0.12,353871984000,1.4,7,6,深天马Ａ,1.83
155,内贸流通,BK1001,1184.39,1.27,0.11,1443052704000,2.41,82,71,塞力医疗,10.0
265,智慧政务,BK0886,1397.72,1.48,0.11,705646912000,6.69,50,30,致远互联,11.2
60,数字水印,BK1129,1073.03,1.13,0.11,111255822000,4.83,10,7,汉邦高科,6.78
250,3D摄像头,BK0901,1622.36,1.61,0.1,650642928000,2.44,6,5,联创电子,3.78
219,长寿药,BK0936,839.43,0.8,0.1,122514156000,3.09,10,4,安琪酵母,3.06
274,ETC,BK0875,1633.0,1.58,0.1,375187536000,3.04,23,21,先进数通,10.44
363,在线旅游,BK0692,1577.78,1.57,0.1,222283767000,2.62,14,10,祥源文旅,6.02
349,体育产业,BK0708,1166.97,1.01,0.09,807955072000,1.84,33,36,康比特,5.41
226,湖北自贸,BK0926,1528.81,1.45,0.09,357056400000,3.68,13,12,回天新材,6.18
330,股权转让,BK0803,656.39,0.51,0.08,186316977000,2.43,23,14,汉嘉设计,6.49
408,上证180_,BK0612,1461.95,1.14,0.08,41909795328000,0.43,83,90,用友网络,7.54
28,英伟达概念,BK1161,1419.03,1.1,0.08,1365180192000,3.3,24,25,恒润股份,10.0
50,中特估,BK1139,1063.59,0.72,0.07,22688660992000,0.34,32,45,中国核建,9.99
380,国家安防,BK0667,2891.43,1.65,0.06,1706503152000,4.41,65,56,浩淼科技,29.97
384,在线教育,BK0662,2130.1,1.32,0.06,1514185344000,4.36,69,44,沐邦高科,10.0
138,预制菜概念,BK1025,1032.49,0.64,0.06,645027312000,2.4,25,29,金字火腿,4.9
416,水利建设,BK0597,1582.41,1.0,0.06,2052477552000,1.87,52,52,宁波建工,9.95
2,DeepSeek概念,BK1188,1262.77,0.61,0.05,3373217344000,5.69,105,80,赛意信息,14.98
140,培育钻石,BK1023,1123.98,0.6,0.05,138471566000,1.93,7,6,英诺激光,2.76
122,数字经济,BK1061,1255.75,0.56,0.04,1810544416000,4.82,85,70,神州信息,9.99
302,东北振兴,BK0838,1078.63,0.44,0.04,625547008000,1.64,35,19,大商股份,5.08
99,超超临界发电,BK1087,1136.87,0.43,0.04,862391184000,0.98,20,18,科远智慧,2.45
347,量子通信,BK0710,2421.04,0.67,0.03,1363699104000,3.15,28,22,神州信息,9.99
286,超清视频,BK0859,1854.21,0.41,0.02,2505191456000,2.81,54,43,深康佳Ａ,9.92
357,全息技术,BK0699,2229.16,0.18,0.01,148314358000,3.28,7,4,联创光电,10.0
96,机器人概念,BK1090,1680.16,0.23,0.01,7030929408000,4.3,233,246,浩淼科技,29.97
125,地下管网,BK1058,930.7,0.05,0.01,299630800000,1.72,27,17,优机股份,4.36
444,参股银行,BK0525,10235.7,0.98,0.01,11105487104000,1.11,115,99,佛塑科技,10.06
419,长江三角,BK0594,2372.14,0.12,0.01,8343694848000,2.13,186,193,永太科技,10.01
295,影视概念,BK0847,864.71,-0.02,0.0,599055984000,2.59,30,28,祥源文旅,6.02
339,PPP模式,BK0721,678.47,-0.03,0.0,2257230608000,1.59,74,70,宁波建工,9.95
260,国产芯片,BK0891,3139.14,-0.29,-0.01,10073198848000,3.45,184,171,皇庭国际,9.94
208,屏下摄像,BK0947,1032.32,-0.2,-0.02,547336304000,1.87,7,3,联创电子,3.78
213,商汤概念,BK0942,1236.89,-0.28,-0.02,505352496000,2.33,6,7,瑞芯微,3.59
18,AI语料,BK1172,964.6,-0.23,-0.02,362556240000,6.16,16,9,岩山科技,4.6
110,电子身份证,BK1075,1252.11,-0.29,-0.02,343997104000,4.61,20,13,数字认证,8.47
97,汽车热管理,BK1089,1656.55,-0.39,-0.02,814443456000,5.25,42,37,海立股份,10.01
134,EDR概念,BK1049,1547.17,-0.45,-0.03,294493040000,3.46,7,6,瑞芯微,3.59
394,互联金融,BK0637,4747.68,-1.34,-0.03,19228771072000,0.64,91,106,神州信息,9.99
191,6G概念,BK0964,1322.15,-0.35,-0.03,494938768000,3.7,16,9,创远信科,3.26
338,虚拟现实,BK0722,1089.39,-0.33,-0.03,3542722176000,3.67,127,94,若羽臣,10.0
451,ST股,BK0511,5387.79,-2.08,-0.04,476367392000,1.89,52,67,*ST人乐,5.02
298,富士康,BK0842,1692.85,-0.64,-0.04,451187136000,3.1,15,19,英思特,9.03
88,轮毂电机,BK1099,913.69,-0.33,-0.04,57064171000,2.61,6,2,圣龙股份,1.66
147,元宇宙概念,BK1009,2097.24,-1.0,-0.05,4506018560000,4.32,85,56,卡莱特,9.12
306,小米概念,BK0833,1837.56,-1.03,-0.06,3239155296000,3.08,104,100,趣睡科技,10.66
229,抖音概念(字节概念),BK0923,1362.5,-0.99,-0.07,822866240000,5.8,46,33,先进数通,10.44
247,广电,BK0904,1433.68,-1.15,-0.08,241642450000,2.08,15,12,流金科技,2.61
449,参股券商,BK0514,12983.3,-11.44,-0.09,3995406896000,1.23,57,68,宁波建工,9.95
153,抽水蓄能,BK1003,1235.81,-1.06,-0.09,873525616000,0.77,13,17,杭电股份,3.53
370,智能家居,BK0680,2605.43,-2.6,-0.1,3569467760000,3.03,73,79,皮阿诺,10.02
372,粤港自贸,BK0677,2888.87,-3.0,-0.1,1021466976000,1.82,34,35,蓝海华腾,6.23
445,参股期货,BK0524,27298.67,-30.86,-0.11,2918854816000,0.97,24,20,中金岭南,1.77
314,壳资源,BK0820,1027.77,-1.15,-0.11,264493077000,5.25,46,27,三维化学,7.14
221,退税商店,BK0933,1175.84,-1.33,-0.11,143009645000,1.52,4,6,广百股份,2.98
413,页岩气,BK0603,1800.91,-2.18,-0.12,2541652256000,0.51,21,19,航天智造,4.9
139,绿色电力,BK1024,980.24,-1.21,-0.12,4518994944000,0.96,54,67,江南化工,5.68
343,5G概念,BK0714,1251.97,-1.48,-0.12,8174836480000,3.21,167,151,纵横通信,9.98
375,蓝宝石,BK0674,2521.47,-3.12,-0.12,544249328000,2.64,10,10,安泰科技,6.66
220,中芯概念,BK0935,1294.65,-1.66,-0.13,2472395232000,3.28,26,36,安泰科技,6.66
130,低价股,BK1053,982.54,-1.4,-0.14,1959674144000,1.62,75,108,首开股份,9.89
322,超级品牌,BK0811,2304.78,-3.31,-0.14,8580485888000,1.07,12,20,欧普照明,2.52
396,中超概念,BK0635,2101.91,-3.1,-0.15,206305648000,0.81,2,6,珠江啤酒,0.94
48,混合现实,BK1141,1345.14,-2.05,-0.15,1044069632000,1.88,13,16,联创电子,3.78
152,工业母机,BK1004,1506.16,-2.26,-0.15,1264942976000,4.09,36,44,合锻智能,9.96
175,化债(AMC)概念,BK0980,1024.13,-1.49,-0.15,1026269376000,2.05,31,31,宇信科技,4.69
280,人造肉,BK0866,982.98,-1.55,-0.16,184237758000,3.48,15,4,金字火腿,4.9
392,智能机器,BK0640,4966.47,-8.14,-0.16,3388884304000,4.08,75,93,金奥博,9.99
13,荣耀概念,BK1177,1634.1,-3.01,-0.18,1049681568000,2.4,27,23,慧博云通,7.05
196,数字阅读,BK0959,1552.98,-2.74,-0.18,191193862000,1.9,8,9,读客文化,2.14
158,机器视觉,BK0998,1648.81,-2.91,-0.18,626649712000,6.26,37,36,金奥博,9.99
376,沪企改革,BK0672,2568.44,-4.84,-0.19,948026688000,1.31,16,24,张江高科,4.29
425,云计算,BK0579,3170.36,-6.16,-0.19,8357232896000,3.75,122,112,宁波建工,9.95
225,免税概念,BK0927,1283.21,-2.59,-0.2,930897024000,1.58,11,17,大商股份,5.08
45,高压快充,BK1144,1108.6,-2.18,-0.2,407750000000,5.33,19,22,奥 特 迅,9.98
85,空气能热泵,BK1102,1280.46,-2.81,-0.22,1137586944000,2.74,11,21,海立股份,10.01
71,数据确权,BK1118,1595.06,-3.62,-0.23,297410368000,5.24,16,17,数字认证,8.47
63,ChatGPT概念,BK1126,2022.85,-4.65,-0.23,2088666640000,3.95,38,39,宏景科技,10.04
409,上证50_,BK0611,1794.31,-4.42,-0.25,26451173632000,0.29,20,28,三一重工,3.3
80,科创板做市商,BK1107,1402.99,-3.78,-0.27,1766463904000,0.78,5,9,国泰君安,3.17
230,数据中心,BK0922,1753.18,-4.72,-0.27,6389372928000,3.78,95,109,宁波建工,9.95
305,乡村振兴,BK0834,1398.2,-4.1,-0.29,1355886752000,2.98,70,60,梅安森,15.21
398,土地流转,BK0632,1548.7,-4.62,-0.3,461278304000,2.03,23,21,太极集团,10.0
348,赛马概念,BK0709,680.11,-2.13,-0.31,18361388000,3.07,0,3,新 华 都,0.0
141,职业教育,BK1022,1226.66,-3.76,-0.31,643276064000,4.48,40,32,迪安诊断,5.62
359,IPO受益,BK0697,3108.06,-9.85,-0.32,2116802736000,1.58,21,33,江南化工,5.68
258,无线耳机,BK0893,1981.64,-6.53,-0.33,2387386112000,4.54,39,44,福能东方,12.27
344,2025规划,BK0713,949.73,-3.25,-0.34,3969285280000,1.9,39,41,宝色股份,7.07
86,Chiplet概念,BK1101,1533.4,-5.29,-0.34,718187664000,3.47,15,13,合锻智能,9.96
452,网络游戏,BK0509,12082.86,-43.7,-0.36,1016906656000,4.6,40,28,恺英网络,6.19
37,高带宽内存,BK1152,1002.55,-3.7,-0.37,148379736000,5.74,6,7,天马新材,4.63
12,AI眼镜,BK1178,1768.81,-6.48,-0.37,1323285136000,4.32,40,38,汇成真空,12.21
40,星闪概念,BK1149,1405.1,-5.42,-0.38,535271536000,3.47,16,20,数字认证,8.47
77,Web3.0,BK1110,1746.28,-6.9,-0.39,477850992000,5.12,28,18,新致软件,5.46
402,海洋经济,BK0623,2306.31,-9.23,-0.4,676375776000,1.21,8,18,国航远洋,2.41
128,虚拟数字人,BK1055,1233.18,-4.96,-0.4,3351483776000,5.18,42,37,古鳌科技,8.96
255,白酒,BK0896,2092.7,-8.58,-0.41,3546381904000,1.32,17,31,来伊份,7.12
231,天基互联,BK0921,1358.54,-5.64,-0.41,508202224000,3.24,19,19,达华智能,1.99
6,人形机器人,BK1184,1429.04,-5.97,-0.42,1716210992000,5.43,34,59,长虹能源,25.32
24,娃哈哈概念,BK1165,1106.11,-4.69,-0.42,99341207000,2.24,10,10,冰山冷热,2.7
34,小米汽车,BK1155,1353.22,-5.65,-0.42,3593674176000,2.69,29,42,海泰科,14.11
186,汽车芯片,BK0969,1143.34,-4.78,-0.42,1254362320000,3.0,31,24,英唐智控,4.81
53,光通信模块,BK1136,1327.5,-5.79,-0.43,840121392000,4.93,22,33,合锻智能,9.96
173,电子车牌,BK0982,1378.45,-6.05,-0.44,164063005000,4.76,8,9,金溢科技,4.58
193,RCEP概念,BK0962,1053.54,-4.66,-0.44,213244954000,1.87,12,10,米奥会展,5.02
190,社区团购,BK0965,871.02,-4.03,-0.46,588113648000,2.93,14,24,若羽臣,10.0
336,海绵城市,BK0724,905.38,-4.38,-0.48,290195008000,2.89,15,21,西藏天路,2.55
112,啤酒概念,BK1073,986.99,-4.93,-0.5,234867160000,1.12,8,9,莱茵生物,1.33
91,光伏高速公路,BK1096,1261.22,-6.37,-0.5,105772153000,0.63,2,5,山西高速,0.86
391,智能穿戴,BK0641,3151.61,-16.25,-0.51,2819569440000,3.53,51,65,博敏电子,10.04
65,毫米波概念,BK1124,1450.55,-7.69,-0.53,541809632000,3.78,18,21,创远信科,3.26
285,边缘计算,BK0860,2074.85,-11.39,-0.55,2999647568000,3.15,58,65,神州信息,9.99
1,腾讯云,BK1189,957.31,-5.31,-0.55,644000096000,7.41,9,14,宏景科技,10.04
25,AIPC,BK1164,1539.81,-9.12,-0.59,961472720000,3.25,14,27,卓易信息,8.95
27,AI手机,BK1162,1500.14,-9.07,-0.6,846772320000,4.72,13,21,温州宏丰,3.8
346,券商概念,BK0711,1081.14,-6.52,-0.6,3946607856000,1.16,15,37,国泰君安,3.17
195,无线充电,BK0960,2510.36,-15.3,-0.61,2184090064000,3.72,20,21,英思特,9.03
33,PEEK材料概念,BK1156,1227.43,-7.55,-0.61,266117231000,3.76,14,12,崇德科技,6.0
308,万达概念,BK0831,973.12,-6.06,-0.62,559127776000,0.75,4,9,上汽集团,0.85
377,彩票概念,BK0671,2313.7,-14.89,-0.64,371753664000,2.74,8,12,国旅联合,2.7
62,AI芯片,BK1127,1364.78,-9.1,-0.66,1312690464000,4.48,11,17,岩山科技,4.6
98,F5G概念,BK1088,2243.45,-15.2,-0.67,541478912000,2.03,9,12,四川九洲,5.0
217,代糖概念,BK0938,919.01,-6.39,-0.69,136400506000,1.62,7,8,华康股份,2.26
199,eSIM,BK0956,1606.32,-12.04,-0.74,339118256000,2.24,5,5,神州泰岳,3.11
117,净水概念,BK1068,1126.94,-8.77,-0.77,1101678800000,1.26,5,12,泰和科技,4.83
124,百元股,BK1059,634.18,-5.3,-0.83,12093668352000,1.94,34,53,壹连科技,13.75
35,东盟自贸区概念,BK1154,1091.52,-9.25,-0.84,175044259000,1.7,3,11,华锡有色,2.32
385,智能电视,BK0656,1135.87,-9.95,-0.87,288467216000,2.62,4,10,锦富技术,5.03
8,智谱AI,BK1182,1234.48,-11.1,-0.89,434397296000,7.23,19,16,宇信科技,4.69
315,可燃冰,BK0818,1128.59,-10.17,-0.89,301104864000,1.14,5,10,博迈科,1.34
52,存储芯片,BK1137,1394.27,-13.19,-0.94,1102689136000,5.86,17,38,深康佳Ａ,9.92
55,算力概念,BK1134,1604.95,-15.63,-0.96,6704081664000,3.44,59,85,群兴玩具,10.04
22,铜缆高速连接,BK1168,1505.92,-15.22,-1.0,619231504000,4.39,13,20,众源新材,6.4
148,国资云概念,BK1008,1614.2,-17.18,-1.05,417722128000,5.72,5,13,数字认证,8.47
120,东数西算,BK1064,1743.58,-18.46,-1.05,1167598544000,4.29,22,37,宁波建工,9.95
183,快手概念,BK0972,1586.88,-17.56,-1.09,283759584000,6.7,12,18,先进数通,10.44
61,CPO概念,BK1128,2494.74,-28.38,-1.12,1309857760000,3.4,18,25,永鼎股份,10.04
51,液冷概念,BK1138,1237.48,-14.26,-1.14,1162092208000,5.05,18,39,永太科技,10.01
237,WiFi,BK0915,1202.8,-14.02,-1.15,577265216000,3.18,7,19,创远信科,3.26
248,云游戏,BK0903,1269.4,-16.95,-1.32,342082032000,4.93,13,13,恺英网络,6.19
259,乳业,BK0892,1009.26,-14.99,-1.46,443722096000,2.11,7,20,妙可蓝多,1.72
44,机器人执行器,BK1145,1686.96,-27.44,-1.6,523011504000,6.27,6,20,丰立智能,14.3
70,PLC概念,BK1119,1366.1,-22.46,-1.62,376635040000,3.6,4,5,海得控制,1.37
87,减速器,BK1100,1600.41,-29.83,-1.83,664504672000,7.14,13,48,丰立智能,14.3
58,同步磁阻电机,BK1131,1524.31,-39.66,-2.54,68038428000,6.32,3,3,佳电股份,0.63
142,发电机概念,BK1014,1456.36,-50.06,-3.32,146803922000,7.08,5,16,智慧农业,1.92
