排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
372,粤港自贸,BK0677,2963.24,11.42,0.39,1043013856000,2.18,33,33,广聚能源,10.01
341,证金持股,BK0718,1307.81,5.03,0.39,36964620288000,0.61,120,104,重庆百货,10.01
294,京东金融,BK0849,1477.89,5.77,0.39,232297777000,1.26,4,7,东百集团,10.0
69,熊去氧胆酸,BK1120,962.12,3.74,0.39,332506912000,2.59,15,5,科伦药业,4.78
389,上海自贸,BK0643,3018.23,11.32,0.38,945620416000,0.94,21,12,上海三毛,9.99
299,体外诊断,BK0841,1243.49,4.63,0.37,965926256000,2.04,22,45,奥泰生物,15.54
111,托育服务,BK1074,702.61,2.61,0.37,90088392000,9.86,4,9,汤姆猫,8.28
457,AH股,BK0499,7634.85,28.42,0.37,33201737984000,0.45,75,62,中国银河,10.0
72,抗菌面料,BK1116,1225.34,4.47,0.37,86006869000,2.99,8,7,佛塑科技,3.35
193,RCEP概念,BK0962,1074.66,3.86,0.36,218169184000,2.11,12,10,好想你,10.05
214,疫苗冷链,BK0941,1135.6,4.12,0.36,471802544000,1.8,14,11,国林科技,4.75
321,贬值受益,BK0812,1306.41,4.6,0.35,2125047792000,2.86,76,83,华孚时尚,9.96
374,病毒防治,BK0675,2363.16,8.27,0.35,1503366176000,1.77,60,54,奥泰生物,15.54
406,中药概念,BK0615,1992.89,6.79,0.34,1885623248000,1.76,84,49,长药控股,10.44
101,痘病毒防治,BK1085,783.63,2.61,0.33,640874688000,2.05,22,33,奥泰生物,15.54
78,供销社概念,BK1109,993.48,3.22,0.33,136386003000,5.06,6,6,供销大集,5.02
450,化工原料,BK0512,20600.41,68.04,0.33,1132394848000,1.85,30,36,光华科技,10.01
340,健康中国,BK0719,1128.93,3.7,0.33,1487881488000,2.43,44,51,海南椰岛,10.0
16,合成生物,BK1174,1058.04,3.51,0.33,1219065760000,2.53,53,49,丸美生物,6.7
438,生物疫苗,BK0548,24833.15,78.8,0.32,1048433408000,1.63,36,32,科前生物,5.51
121,重组蛋白,BK1063,775.64,2.48,0.32,155288043000,1.34,8,6,康乐卫士,3.12
369,燃料电池,BK0682,3342.14,10.52,0.32,2713295376000,3.32,64,78,德尔股份,15.78
245,流感,BK0906,1437.37,4.58,0.32,1295770992000,1.8,60,48,热景生物,10.43
108,统一大市场,BK1077,1136.2,3.5,0.31,371952032000,2.77,15,20,东百集团,10.0
85,空气能热泵,BK1102,1333.48,4.16,0.31,1172695728000,3.83,15,16,冰山冷热,9.96
75,破净股,BK1112,1270.69,3.86,0.3,22215455488000,0.62,183,189,康欣新材,10.18
373,独家药品,BK0676,2325.67,6.92,0.3,720668384000,1.36,25,12,ST目药,2.87
305,乡村振兴,BK0834,1444.08,4.18,0.29,1389905920000,4.43,57,73,庄园牧场,10.04
287,工业大麻,BK0856,1597.32,4.4,0.28,414652288000,2.59,21,20,吉峰科技,8.69
212,汽车拆解,BK0943,1083.88,3.0,0.28,291500736000,3.22,7,11,杭钢股份,10.01
205,草甘膦,BK0950,1384.27,3.9,0.28,152243274000,1.11,6,8,ST红太阳,3.66
412,参股保险,BK0604,2371.73,6.17,0.26,5780145408000,0.93,42,42,大名城,9.97
449,参股券商,BK0514,13248.41,34.47,0.26,4075639792000,1.64,60,69,冰山冷热,9.96
451,ST股,BK0511,5398.0,13.98,0.26,479729968000,1.85,64,58,*ST恒立,5.06
354,超级电容,BK0703,3584.53,8.8,0.25,632176016000,2.54,13,19,瑞泰新材,6.0
145,环氧丙烷,BK1011,547.74,1.38,0.25,320227952000,1.88,6,9,奥克股份,3.51
387,养老概念,BK0653,2482.11,6.17,0.25,2903648160000,2.44,58,58,海南椰岛,10.0
409,上证50_,BK0611,1830.17,4.56,0.25,26901757440000,0.31,28,21,海光信息,3.02
444,参股银行,BK0525,10461.91,25.78,0.25,11323610624000,1.42,105,112,华孚时尚,9.96
312,租售同权,BK0822,758.99,1.75,0.23,437859232000,2.8,12,6,世联行,2.23
223,地塞米松,BK0929,1172.33,2.74,0.23,77605383000,1.75,8,2,赛托生物,1.64
390,手游概念,BK0642,1293.85,2.9,0.22,828000880000,5.78,20,30,宝通科技,17.27
123,新冠药物,BK1060,761.33,1.7,0.22,551575552000,1.71,25,26,诺泰生物,5.42
66,蒙脱石散,BK1123,935.24,2.03,0.22,55473974000,2.44,5,4,康芝药业,1.81
127,幽门螺杆菌概念,BK1056,830.6,1.74,0.21,468362896000,2.06,23,26,奥赛康,8.34
269,猪肉概念,BK0882,1158.45,2.44,0.21,839545088000,1.55,16,19,罗 牛 山,4.61
364,氟化工,BK0690,3132.44,6.6,0.21,587150672000,1.93,13,18,天赐材料,4.19
405,石墨烯,BK0617,2023.54,4.07,0.2,867796448000,3.24,27,41,天奈科技,8.35
315,可燃冰,BK0818,1113.89,2.07,0.19,301172752000,0.85,4,11,石化机械,3.77
242,降解塑料,BK0909,1588.08,3.04,0.19,697993616000,2.25,28,37,紫江企业,10.0
103,千金藤素,BK1083,927.93,1.6,0.17,131250143000,0.97,3,2,方盛制药,1.63
17,锂矿概念,BK1173,1171.93,2.0,0.17,2448382544000,1.95,17,19,德方纳米,4.72
226,湖北自贸,BK0926,1558.56,2.71,0.17,367167824000,4.07,12,16,中百集团,10.02
358,免疫治疗,BK0698,1304.19,2.24,0.17,458408848000,1.7,18,23,热景生物,10.43
257,阿兹海默,BK0894,1654.77,2.68,0.16,140754901000,3.16,7,6,万邦德,4.91
91,光伏高速公路,BK1096,1284.88,2.07,0.16,107354539000,0.65,4,3,山东高速,2.21
426,稀土永磁,BK0578,2271.45,3.21,0.14,955909152000,2.66,23,38,天和磁材,9.99
209,EDA概念,BK0946,1146.62,1.65,0.14,237487172000,4.59,4,10,一博科技,19.99
82,世界杯,BK1105,1636.36,2.26,0.14,2529511360000,2.71,6,12,海信家电,4.15
395,B股,BK0636,885.23,1.11,0.13,432882624000,0.31,32,41,大名城B,9.61
421,西部大开发,BK0590,2702.22,3.03,0.11,10850559488000,2.35,235,339,庄园牧场,10.04
336,海绵城市,BK0724,928.86,0.99,0.11,296672016000,3.38,9,26,海南瑞泽,10.0
262,医疗美容,BK0889,1515.58,1.56,0.1,975085712000,1.87,37,24,爱尔眼科,4.33
172,核污染防治,BK0983,1253.69,1.29,0.1,389568944000,1.57,11,19,中晟高科,10.02
272,标准普尔,BK0879,1471.47,1.5,0.1,57133366528000,1.25,462,546,庄园牧场,10.04
408,上证180_,BK0612,1486.64,1.34,0.09,42602648576000,0.47,88,83,中国银河,10.0
378,生态农业,BK0669,1231.98,1.16,0.09,272770032000,2.21,16,25,庄园牧场,10.04
366,举牌,BK0685,2117.36,1.78,0.08,193850837000,1.77,4,8,金固股份,10.0
141,职业教育,BK1022,1282.74,1.04,0.08,669259680000,6.34,23,48,好想你,10.05
297,天然气,BK0843,1274.95,0.83,0.07,4665855744000,0.62,47,72,汉嘉设计,20.02
169,CAR-T细胞疗法,BK0986,963.61,0.55,0.06,441909680000,3.25,6,15,新开源,7.84
194,有机硅,BK0961,1219.75,0.79,0.06,305090768000,2.87,12,17,瑞泰新材,6.0
456,HS300_,BK0500,10458.18,6.42,0.06,57219293440000,0.62,142,149,中国银河,10.0
411,油气设服,BK0606,1534.43,0.88,0.06,1893185440000,1.24,28,33,利通科技,4.6
370,智能家居,BK0680,2721.45,1.17,0.04,3725522816000,3.94,72,83,共进股份,9.99
352,上证380,BK0705,2361.85,0.88,0.04,7980021760000,1.48,163,200,重庆百货,10.01
156,宁组合,BK1000,551.5,0.2,0.04,4483190016000,1.99,11,13,爱尔眼科,4.33
261,MLCC,BK0890,1942.33,0.5,0.03,219095964000,3.35,5,9,三环集团,5.7
210,装配建筑,BK0945,962.01,0.29,0.03,1441162256000,1.42,25,58,康欣新材,10.18
206,氦气概念,BK0949,1338.47,0.22,0.02,89626633000,2.83,5,6,侨源股份,2.75
113,中俄贸易概念,BK1072,1329.97,0.1,0.01,472180304000,3.21,25,31,远东传动,10.06
182,注射器概念,BK0973,861.52,0.07,0.01,75381177000,2.34,4,8,万邦德,4.91
87,减速器,BK1100,1756.0,0.14,0.01,733250432000,13.08,27,34,永茂泰,10.04
144,PVDF概念,BK1012,837.05,0.0,0.0,270269616000,2.39,6,8,东阳光,2.24
350,沪股通,BK0707,2016.7,-0.15,-0.01,60899654400000,1.01,537,706,大位科技,9.94
446,新材料,BK0523,25638.82,-3.21,-0.01,4186328720000,3.08,127,216,康欣新材,10.18
314,壳资源,BK0820,1058.41,-0.25,-0.02,274699824000,6.04,28,46,圣阳股份,10.0
313,MSCI中国,BK0821,1194.03,-0.25,-0.02,65590975744000,0.9,246,304,中国银河,10.0
164,REITs概念,BK0992,816.02,-0.18,-0.02,863799056000,1.9,10,12,顺丰控股,2.23
150,碳基材料,BK1006,830.96,-0.19,-0.02,182025162000,3.25,5,11,中科电气,5.23
282,氢能源,BK0864,1106.3,-0.37,-0.03,4686838784000,1.93,84,153,动力新科,10.07
302,东北振兴,BK0838,1103.02,-0.28,-0.03,635384208000,2.01,20,36,联美控股,9.98
146,磷化工,BK1010,655.93,-0.17,-0.03,682241680000,1.46,14,31,安达科技,5.95
417,融资融券,BK0596,2467.28,-0.82,-0.03,94052913152000,1.84,1415,2147,群兴玩具,10.02
151,专精特新,BK1005,1195.17,-0.46,-0.04,4947416064000,5.35,283,479,雪龙集团,9.98
252,CRO,BK0899,1368.76,-0.82,-0.06,542113776000,2.64,14,25,诺泰生物,5.42
167,储能,BK0989,1799.1,-1.0,-0.06,8155811840000,2.61,121,200,茂硕电源,10.02
344,2025规划,BK0713,988.61,-0.7,-0.07,4126813408000,2.34,30,51,汉威科技,11.99
368,国企改革,BK0683,4185.33,-3.74,-0.09,36434368256000,1.49,515,780,广聚能源,10.01
278,GDR,BK0868,887.41,-0.84,-0.09,1461455504000,0.95,3,7,国轩高科,1.38
264,鸡肉概念,BK0887,718.34,-0.64,-0.09,360732160000,1.41,9,10,益客食品,2.89
419,长江三角,BK0594,2432.24,-2.22,-0.09,8569449216000,2.46,170,224,紫江企业,10.0
402,海洋经济,BK0623,2369.75,-2.48,-0.1,689324656000,1.65,13,15,海峡股份,4.23
290,电子竞技,BK0853,1373.46,-1.36,-0.1,3000492480000,2.69,15,20,深 赛 格,10.05
279,富时罗素,BK0867,1540.03,-1.59,-0.1,62834697472000,1.5,516,726,海南发展,10.01
379,医疗器械概念,BK0668,3593.49,-4.43,-0.12,4722437888000,3.34,126,177,奥泰生物,15.54
105,新型城镇化,BK1080,886.47,-1.1,-0.12,434884880000,3.03,26,68,诚邦股份,10.02
246,传感器,BK0905,1767.36,-2.12,-0.12,1577815616000,4.98,30,65,共进股份,9.99
180,磁悬浮概念,BK0975,1703.27,-2.0,-0.12,738183104000,1.68,10,19,时代电气,5.84
159,NFT概念,BK0997,1563.67,-1.85,-0.12,533630704000,5.93,23,32,汤姆猫,8.28
452,网络游戏,BK0509,12713.85,-16.85,-0.13,1056098768000,5.96,25,47,宝通科技,17.27
453,创投,BK0506,15342.95,-19.49,-0.13,4708958720000,3.44,110,175,群兴玩具,10.02
359,IPO受益,BK0697,3200.87,-4.05,-0.13,2168323696000,1.97,23,30,冰山冷热,9.96
36,多模态AI,BK1153,1265.53,-1.65,-0.13,943359504000,7.96,16,36,苏州科达,9.96
362,基因测序,BK0693,1889.39,-2.55,-0.13,562221712000,3.87,18,34,共进股份,9.99
361,小金属概念,BK0695,2371.29,-3.2,-0.13,2717501072000,1.84,34,73,天和磁材,9.99
211,肝素概念,BK0944,832.64,-1.07,-0.13,204292472000,1.26,5,6,华润双鹤,1.18
334,深证100R,BK0743,1124.98,-1.47,-0.13,13282473472000,1.43,44,54,中联重科,6.56
441,QFII重仓,BK0535,17402.03,-23.7,-0.14,3236361760000,2.69,96,170,百合花,9.98
74,复合集流体,BK1113,833.85,-1.16,-0.14,196627836000,4.89,8,16,光华科技,10.01
241,口罩,BK0911,1578.62,-2.24,-0.14,3075060544000,3.55,66,90,横河精密,11.11
189,碳交易,BK0966,1471.56,-2.38,-0.16,2502906448000,1.31,46,85,康欣新材,10.18
276,青蒿素,BK0872,1510.23,-2.37,-0.16,273204512000,0.98,5,5,浙江医药,2.17
166,快递概念,BK0990,886.66,-1.51,-0.17,588371456000,1.71,16,23,方大新材,6.1
440,基金重仓,BK0536,10266.89,-17.46,-0.17,7491086336000,2.29,36,39,思特威-W,6.83
118,民爆概念,BK1066,1262.08,-2.14,-0.17,164727478000,1.84,8,9,广东宏大,6.55
432,股权激励,BK0567,2978.81,-5.39,-0.18,4668789760000,3.87,77,126,恒为科技,10.0
429,预盈预增,BK0571,4639.99,-8.14,-0.18,17938615808000,3.44,494,793,大位科技,9.94
439,黄金概念,BK0547,11808.36,-21.67,-0.18,1497574624000,1.44,18,36,广百股份,9.97
281,电子烟,BK0865,1897.31,-3.64,-0.19,1044439200000,4.17,17,32,力王股份,12.65
175,化债(AMC)概念,BK0980,1049.21,-1.97,-0.19,1053411824000,2.48,21,38,海南高速,8.2
345,一带一路,BK0712,1301.15,-2.52,-0.19,13558993152000,1.18,159,272,海螺新材,10.05
355,中证500,BK0701,1993.14,-3.82,-0.19,13801632000000,1.94,180,302,居然智家,9.95
174,工业气体,BK0981,1415.05,-2.83,-0.2,384037280000,1.17,11,15,硅烷科技,4.67
6,人形机器人,BK1184,1554.37,-3.12,-0.2,1832978272000,7.9,33,55,万马股份,10.02
130,低价股,BK1053,1001.11,-1.98,-0.2,1904477664000,2.28,62,124,康欣新材,10.18
308,万达概念,BK0831,1003.14,-2.09,-0.21,574756256000,0.87,7,7,光明肉业,1.89
430,预亏预减,BK0570,1933.57,-4.19,-0.22,11821557248000,3.28,453,796,群兴玩具,10.02
184,注册制次新股,BK0971,711.93,-1.57,-0.22,782969888000,12.13,32,42,天和磁材,9.99
351,人脑工程,BK0706,4528.61,-10.15,-0.22,384599664000,8.21,4,17,汉威科技,11.99
125,地下管网,BK1058,955.15,-2.17,-0.23,309682944000,2.01,9,33,汉威科技,11.99
31,微盘股,BK1158,2122.57,-4.96,-0.23,735762048000,3.56,139,248,诚邦股份,10.02
442,成渝特区,BK0534,18293.98,-44.85,-0.24,2270907760000,2.12,34,50,重庆百货,10.01
413,页岩气,BK0603,1817.96,-4.6,-0.25,2567841232000,0.62,12,28,石化机械,3.77
447,社保重仓,BK0520,10666.79,-28.24,-0.26,425736224000,2.65,14,14,兔 宝 宝,4.57
433,滨海新区,BK0566,9356.9,-24.34,-0.26,203677934000,2.02,6,12,退市卓朗,3.57
303,互联医疗,BK0837,1038.33,-2.75,-0.26,5003663104000,3.1,29,66,苏州科达,9.96
436,机构重仓,BK0552,13982.2,-37.48,-0.27,42654901760000,1.22,353,577,深 赛 格,10.05
11,房屋检测,BK1179,1322.26,-3.55,-0.27,226028328000,3.05,11,22,中设咨询,7.16
357,全息技术,BK0699,2293.98,-6.26,-0.27,151324027000,3.42,3,8,苏州科达,9.96
275,垃圾分类,BK0873,1361.92,-3.88,-0.28,811302288000,2.7,28,70,汉嘉设计,20.02
431,深成500,BK0568,1145.75,-3.23,-0.28,22959393024000,2.32,189,301,居然智家,9.95
445,参股期货,BK0524,28084.29,-81.29,-0.29,3036355904000,1.27,16,28,光大证券,1.62
32,飞行汽车(eVTOL),BK1157,1837.96,-5.39,-0.29,865499776000,6.21,21,50,紫江企业,10.0
311,养老金,BK0823,1351.82,-4.13,-0.3,3040859264000,1.7,73,102,盐津铺子,4.97
407,食品安全,BK0614,5885.66,-17.58,-0.3,352581232000,3.89,14,28,热景生物,10.43
394,互联金融,BK0637,4919.23,-15.18,-0.31,19550728704000,0.79,80,123,海南瑞泽,10.0
415,参股新三板,BK0600,2541.59,-7.93,-0.31,1506148576000,3.98,38,64,深 赛 格,10.05
158,机器视觉,BK0998,1769.28,-5.75,-0.32,684117296000,9.83,22,50,云从科技-UW,19.98
461,煤化工,BK0492,8607.52,-28.47,-0.33,2292118160000,1.18,21,51,泸天化,3.54
292,纾困概念,BK0851,1650.01,-5.54,-0.33,448938976000,5.49,15,34,和而泰,4.03
329,深股通,BK0804,1044.46,-3.5,-0.33,31034726656000,3.37,488,848,广聚能源,10.01
346,券商概念,BK0711,1124.2,-3.67,-0.33,4111011872000,1.79,13,43,中国银河,10.0
10,华为海思,BK1180,1501.2,-4.98,-0.33,805849744000,6.56,10,28,共进股份,9.99
244,转基因,BK0907,1386.74,-4.72,-0.34,120453283000,2.12,7,7,南模生物,1.56
459,节能环保,BK0494,11088.27,-38.2,-0.34,3811242032000,2.52,116,278,诚邦股份,10.02
337,高送转,BK0723,3752.85,-12.97,-0.34,3607267664000,4.23,64,147,一博科技,19.99
339,PPP模式,BK0721,692.97,-2.43,-0.35,2291184736000,1.79,41,104,诚邦股份,10.02
376,沪企改革,BK0672,2644.73,-9.52,-0.36,975202208000,1.95,21,18,益民集团,4.23
306,小米概念,BK0833,1932.43,-7.0,-0.36,3328937328000,4.07,68,140,大位科技,9.94
216,辅助生殖,BK0939,986.11,-3.69,-0.37,526392160000,2.35,25,23,浙江医药,2.17
323,工业4.0,BK0810,2453.3,-9.19,-0.37,2864820048000,4.31,56,73,康欣新材,10.18
24,娃哈哈概念,BK1165,1142.68,-4.19,-0.37,102775496000,2.85,8,13,冰山冷热,9.96
427,核能核电,BK0577,2047.08,-7.64,-0.37,2885591888000,2.06,50,87,万马股份,10.02
335,创业板综,BK0742,1509.67,-5.74,-0.38,13885512704000,6.0,429,927,汉嘉设计,20.02
52,存储芯片,BK1137,1469.15,-5.65,-0.38,1168600352000,7.1,17,39,同有科技,8.63
147,元宇宙概念,BK1009,2227.89,-8.4,-0.38,4658011136000,6.37,49,91,苏州科达,9.96
327,精准医疗,BK0806,979.68,-3.78,-0.38,600247200000,2.75,13,31,新开源,7.84
222,尾气治理,BK0932,1427.03,-5.45,-0.38,251700477000,3.95,10,23,科恒股份,7.75
295,影视概念,BK0847,902.03,-3.55,-0.39,617753904000,3.78,14,47,金利华电,7.91
253,胎压监测,BK0898,2194.16,-8.61,-0.39,331738560000,3.97,8,18,汉威科技,11.99
97,汽车热管理,BK1089,1739.39,-6.76,-0.39,867584256000,7.17,23,54,雪龙集团,9.98
251,新能源车,BK0900,1922.0,-7.69,-0.4,12257917952000,4.18,221,384,群兴玩具,10.02
460,新能源,BK0493,14056.22,-56.81,-0.4,5906896896000,1.67,50,151,海南发展,10.01
258,无线耳机,BK0893,2105.89,-8.52,-0.4,2522809312000,5.78,24,60,卓翼科技,10.02
443,转债标的,BK0528,9582.61,-39.82,-0.41,7481637120000,1.99,171,310,苏州科达,9.96
454,中字头,BK0505,8029.64,-33.21,-0.41,15973207296000,0.53,26,71,中国银河,10.0
115,土壤修复,BK1070,773.09,-3.28,-0.42,197378069000,3.65,8,25,岭南股份,5.51
367,京津冀,BK0684,1585.13,-6.64,-0.42,585758688000,2.16,18,32,万通发展,3.8
365,阿里概念,BK0689,2528.93,-10.83,-0.43,3419373200000,3.98,50,80,宏辉果蔬,9.95
320,雄安新区,BK0813,891.05,-3.93,-0.44,2689264256000,2.06,49,108,海南瑞泽,10.0
396,中超概念,BK0635,2143.48,-9.92,-0.46,208401842000,0.77,2,5,珠江啤酒,1.38
437,深圳特区,BK0549,32631.68,-150.51,-0.46,9880232704000,2.7,106,228,广聚能源,10.01
140,培育钻石,BK1023,1177.92,-5.59,-0.47,142957629000,3.04,5,9,亚振家居,4.46
393,创业成份,BK0638,1817.04,-8.8,-0.48,6304397312000,3.54,35,65,稳健医疗,6.14
128,虚拟数字人,BK1055,1310.93,-6.37,-0.48,3439003136000,7.81,25,57,云从科技-UW,19.98
304,独角兽,BK0835,1786.23,-8.83,-0.49,5280549120000,3.41,41,81,茂硕电源,10.02
356,充电桩,BK0700,2415.54,-11.93,-0.49,4359404544000,3.9,71,155,茂硕电源,10.02
9,并购重组概念,BK1181,1049.96,-5.26,-0.5,1258737584000,2.58,25,53,日播时尚,10.01
218,蚂蚁概念,BK0937,750.93,-3.87,-0.51,5054232320000,0.91,16,36,科蓝软件,6.35
38,短剧互动游戏,BK1151,1225.36,-6.26,-0.51,370978320000,5.31,10,17,唐德影视,6.05
178,碳化硅,BK0977,1365.42,-7.2,-0.52,577720272000,3.76,10,25,时代电气,5.84
186,汽车芯片,BK0969,1216.38,-6.33,-0.52,1322801216000,3.91,16,40,翱捷科技-U,10.04
153,抽水蓄能,BK1003,1257.13,-6.62,-0.52,880224192000,0.71,7,22,基康仪器,2.07
99,超超临界发电,BK1087,1153.26,-6.13,-0.53,869403472000,1.04,10,30,华西能源,4.59
448,稀缺资源,BK0519,21605.81,-114.89,-0.53,2893422272000,1.1,18,59,科恒股份,7.75
237,WiFi,BK0915,1290.92,-6.91,-0.53,613029152000,4.04,7,20,共进股份,9.99
198,拼多多概念,BK0957,1272.7,-6.81,-0.53,149732373000,5.3,10,15,德马科技,5.05
