排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
220,中芯概念,BK0935,1344.95,-7.31,-0.54,2596787568000,3.29,16,43,聚辰股份,6.37
41,BC电池,BK1148,890.14,-4.86,-0.54,391894656000,2.51,5,17,中科云网,9.92
93,钙钛矿电池,BK1094,763.46,-4.16,-0.54,609591776000,2.29,9,23,科恒股份,7.75
67,血氧仪,BK1122,960.64,-5.27,-0.55,136042630000,2.7,3,11,奥佳华,1.43
385,智能电视,BK0656,1196.0,-6.91,-0.57,306419808000,3.58,4,10,天禄科技,5.8
422,太阳能,BK0588,3134.25,-18.52,-0.59,7881602816000,2.2,105,289,深 赛 格,10.05
414,海工装备,BK0601,1582.36,-9.79,-0.61,1133659392000,1.49,13,30,时代电气,5.84
44,机器人执行器,BK1145,1856.45,-11.41,-0.61,572062176000,10.26,10,16,夏厦精密,10.0
400,智慧城市,BK0628,5431.44,-33.41,-0.61,2746957392000,5.28,59,151,苏州科达,9.96
50,中特估,BK1139,1079.67,-6.7,-0.62,22925739776000,0.37,27,49,中国银河,10.0
171,华为汽车,BK0984,2027.32,-12.6,-0.62,1723283632000,5.13,34,66,德尔股份,15.78
49,央企改革,BK1140,1105.69,-6.91,-0.62,34178278144000,0.68,134,304,中国银河,10.0
119,气溶胶检测,BK1065,1242.94,-7.87,-0.63,213009769000,1.77,4,7,皖仪科技,1.63
177,光伏建筑一体化,BK0978,1281.92,-8.2,-0.64,1080120112000,2.7,16,65,深 赛 格,10.05
423,智能电网,BK0581,1696.85,-11.16,-0.65,1937122176000,3.69,44,132,天正电气,10.06
65,毫米波概念,BK1124,1534.96,-10.07,-0.65,573669504000,4.87,9,32,共进股份,9.99
207,MicroLED,BK0948,1060.36,-6.96,-0.65,481661120000,2.91,5,16,新相微,5.51
135,IGBT概念,BK1048,815.24,-5.39,-0.66,2194207648000,2.6,9,29,时代电气,5.84
192,商业航天,BK0963,1577.42,-10.63,-0.67,1671001856000,4.98,37,114,龙溪股份,10.03
63,ChatGPT概念,BK1126,2154.36,-14.63,-0.67,2211982576000,6.51,25,53,来伊份,10.02
62,AI芯片,BK1127,1460.86,-9.8,-0.67,1441040784000,4.71,8,20,道氏技术,5.46
418,风能,BK0595,1925.01,-13.02,-0.67,6310403072000,1.34,55,157,大业股份,9.99
195,无线充电,BK0960,2626.08,-17.89,-0.68,2290867200000,3.82,13,29,中电兴发,10.03
183,快手概念,BK0972,1690.76,-11.56,-0.68,304190208000,10.61,10,22,汤姆猫,8.28
96,机器人概念,BK1090,1776.66,-12.72,-0.71,7367740672000,6.08,141,337,天和磁材,9.99
55,算力概念,BK1134,1710.66,-12.26,-0.71,7027758848000,4.33,44,100,群兴玩具,10.02
23,低空经济,BK1166,1456.36,-10.41,-0.71,3487669568000,4.7,61,176,紫江企业,10.0
392,智能机器,BK0640,5261.42,-37.41,-0.71,3564885792000,5.95,52,117,茂硕电源,10.02
420,铁路基建,BK0592,2360.74,-16.79,-0.71,2936509552000,1.52,35,80,龙溪股份,10.03
139,绿色电力,BK1024,995.28,-7.26,-0.72,4570028288000,0.95,20,99,华孚时尚,9.96
229,抖音概念(字节概念),BK0923,1445.18,-10.67,-0.73,873751120000,8.57,26,56,汤姆猫,8.28
235,半导体概念,BK0917,1687.6,-12.48,-0.73,8391134720000,3.57,90,249,共进股份,9.99
234,特高压,BK0918,1824.94,-13.62,-0.74,1100356704000,2.09,21,63,金利华电,7.91
424,LED,BK0580,3349.14,-24.94,-0.74,1423290784000,3.79,26,68,茂硕电源,10.02
267,光刻机(胶),BK0884,2723.59,-20.28,-0.74,850741920000,5.03,23,61,宝通科技,17.27
142,发电机概念,BK1014,1544.75,-11.45,-0.74,158122660000,9.55,7,14,华丰股份,9.99
416,水利建设,BK0597,1619.37,-12.3,-0.75,2091739104000,2.2,27,76,诚邦股份,10.02
110,电子身份证,BK1075,1350.25,-10.27,-0.75,372080272000,9.12,9,26,汉威科技,11.99
84,熔盐储能,BK1103,823.43,-6.2,-0.75,73771907000,2.99,2,7,迪尔化工,4.61
298,富士康,BK0842,1766.07,-13.5,-0.76,478881712000,4.16,8,26,英思特,5.2
60,数字水印,BK1129,1130.51,-8.79,-0.77,117375742000,7.04,6,11,科蓝软件,6.35
42,SPD概念,BK1147,930.01,-7.34,-0.78,70620798000,2.37,3,8,浙江震元,0.9
109,建筑节能,BK1076,910.42,-7.25,-0.79,203386797000,2.92,8,32,诚邦股份,10.02
136,数据安全,BK1047,1094.89,-8.74,-0.79,1103597024000,5.0,18,63,恒为科技,10.0
260,国产芯片,BK0891,3308.08,-26.83,-0.8,10638309632000,4.46,92,269,天德钰,13.56
179,被动元件,BK0976,1325.9,-10.76,-0.8,409716528000,3.42,7,20,三环集团,5.7
249,MiniLED,BK0902,1784.63,-14.41,-0.8,960970736000,3.08,11,49,天禄科技,5.8
353,无人机,BK0704,2097.94,-17.23,-0.81,2746754176000,4.77,39,129,茂硕电源,10.02
92,钒电池,BK1095,1118.36,-9.08,-0.81,515100640000,2.21,3,17,海德股份,3.29
203,第三代半导体,BK0952,1407.47,-11.63,-0.82,1807367744000,4.95,25,84,茂硕电源,10.02
401,通用航空,BK0625,5681.7,-47.74,-0.83,1099327280000,2.18,10,31,殷图网联,9.91
45,高压快充,BK1144,1148.26,-9.59,-0.83,426468080000,5.52,10,33,万马股份,10.02
289,华为概念,BK0854,3582.18,-30.87,-0.85,14275483136000,4.68,182,535,深 赛 格,10.05
388,特斯拉,BK0644,5355.99,-46.34,-0.86,4950005504000,4.47,69,138,宁波华翔,10.04
333,人工智能,BK0800,1672.42,-14.48,-0.86,10502335744000,5.32,153,435,苏州科达,9.96
384,在线教育,BK0662,2242.37,-19.42,-0.86,1603734096000,6.51,27,91,苏州科达,9.96
265,智慧政务,BK0886,1485.88,-13.01,-0.87,754928912000,10.06,22,59,中电兴发,10.03
300,OLED,BK0840,2606.27,-22.75,-0.87,2202164224000,3.94,29,100,茂硕电源,10.02
19,碳纤维,BK1171,1256.88,-11.04,-0.87,364664064000,3.35,10,23,吉林碳谷,2.94
26,可控核聚变,BK1163,1279.52,-11.45,-0.89,409618496000,3.4,5,17,东方精工,7.18
328,钛白粉,BK0805,981.06,-8.91,-0.9,139098794000,1.24,2,9,鲁北化工,0.42
268,数字货币,BK0883,1891.5,-17.37,-0.91,905612832000,5.49,19,58,汉威科技,11.99
152,工业母机,BK1004,1593.87,-14.64,-0.91,1331486880000,5.99,25,56,埃斯顿,7.34
68,第四代半导体,BK1121,1367.93,-12.58,-0.91,108542387000,1.14,0,3,衢州发展,0.0
236,氮化镓,BK0916,1337.18,-12.23,-0.91,1017731296000,4.91,9,40,茂硕电源,10.02
331,无人驾驶,BK0802,1840.67,-16.91,-0.91,6104966144000,3.7,59,182,共进股份,9.99
301,知识产权,BK0839,1869.89,-17.31,-0.92,384362016000,4.87,9,33,飞天诚信,6.95
114,跨境支付,BK1071,1667.32,-15.73,-0.93,11616367616000,0.44,20,30,科蓝软件,6.35
307,工业互联,BK0832,2271.15,-21.54,-0.94,4635044352000,4.39,52,139,野马电池,10.0
273,PCB,BK0877,1817.41,-17.16,-0.94,1140974800000,4.41,19,69,光华科技,10.01
462,军工,BK0490,62354.83,-600.76,-0.95,6162882304000,3.91,125,371,雪龙集团,9.98
319,大飞机,BK0814,1353.1,-13.05,-0.96,1894341920000,2.67,18,83,龙溪股份,10.03
381,苹果概念,BK0666,3209.01,-31.42,-0.97,2927706032000,3.34,27,101,思林杰,7.89
227,北交所概念,BK0925,1636.79,-16.07,-0.97,364604160000,2.23,5,20,中 关 村,0.81
296,百度概念,BK0845,1810.96,-17.91,-0.98,2800933312000,6.27,39,109,天正电气,10.06
202,鸿蒙概念,BK0953,1614.05,-16.0,-0.98,2318543392000,6.71,30,82,蜂助手,8.14
95,麒麟电池,BK1092,1358.48,-13.56,-0.99,1306359456000,4.74,2,7,瑞泰新材,6.0
338,虚拟现实,BK0722,1148.45,-11.46,-0.99,3717771008000,5.42,55,170,苏州科达,9.96
90,TOPCon电池,BK1097,737.96,-7.44,-1.0,606404528000,2.45,8,33,中科云网,9.92
86,Chiplet概念,BK1101,1632.18,-16.42,-1.0,787564704000,4.81,6,23,佰维存储,5.29
325,军民融合,BK0808,1563.06,-15.8,-1.0,2865492640000,3.66,43,136,远东传动,10.06
391,智能穿戴,BK0641,3346.52,-33.74,-1.0,3000911808000,4.45,22,96,卓翼科技,10.02
161,华为昇腾,BK0995,1571.93,-16.08,-1.01,533057760000,9.11,10,21,科蓝软件,6.35
33,PEEK材料概念,BK1156,1293.72,-13.19,-1.01,277950192000,5.35,6,19,唯科科技,3.87
435,物联网,BK0554,14996.68,-153.56,-1.01,8555338496000,4.57,83,277,苏州科达,9.96
230,数据中心,BK0922,1841.28,-18.87,-1.01,6626527744000,4.69,56,153,大位科技,9.94
124,百元股,BK1059,670.49,-6.91,-1.02,13510714112000,2.49,31,68,中大力德,10.0
12,AI眼镜,BK1178,1892.1,-19.41,-1.02,1417034080000,6.22,17,60,卓翼科技,10.02
309,区块链,BK0830,1120.74,-11.54,-1.02,8583438080000,2.57,56,174,群兴玩具,10.02
233,RCS概念,BK0919,1466.18,-15.25,-1.03,227116738000,5.98,7,16,天源迪科,5.29
13,荣耀概念,BK1177,1731.45,-18.01,-1.03,1110278848000,3.43,11,40,强瑞技术,7.84
231,天基互联,BK0921,1436.51,-14.9,-1.03,538661248000,4.88,8,32,和而泰,4.03
250,3D摄像头,BK0901,1690.89,-17.79,-1.04,680823952000,3.36,2,9,水晶光电,2.48
173,电子车牌,BK0982,1462.74,-15.47,-1.05,175050308000,6.26,4,14,苏州科达,9.96
238,医废处理,BK0914,1046.01,-11.15,-1.05,203689233000,1.75,4,29,港通医疗,1.08
332,增强现实,BK0801,1203.74,-12.73,-1.05,695888640000,6.99,11,35,宝通科技,17.27
20,AI制药,BK1170,1189.04,-12.58,-1.05,303760880000,4.03,4,20,荣科科技,8.07
380,国家安防,BK0667,3034.51,-32.37,-1.06,1788047264000,5.78,26,93,苏州科达,9.96
89,生物质能发电,BK1098,926.66,-9.95,-1.06,200701700000,1.84,4,22,韶能股份,0.68
197,虚拟电厂,BK0958,1852.98,-19.77,-1.06,640363936000,3.04,9,43,开普云,8.84
232,车联网(车路云),BK0920,1486.07,-16.13,-1.07,5953928960000,3.53,45,173,苏州科达,9.96
59,时空大数据,BK1130,1338.74,-14.65,-1.08,218254926000,8.86,4,19,中电兴发,10.03
88,轮毂电机,BK1099,960.75,-10.55,-1.09,59774090000,3.04,2,6,兆丰股份,2.44
375,蓝宝石,BK0674,2609.86,-28.86,-1.09,568869888000,3.33,3,17,晶升股份,3.01
425,云计算,BK0579,3349.14,-36.95,-1.09,8688897280000,4.76,62,175,大位科技,9.94
196,数字阅读,BK0959,1635.77,-18.15,-1.1,199658701000,3.02,3,16,平治信息,3.44
122,数字经济,BK1061,1328.92,-14.75,-1.1,1927023280000,7.01,42,118,中电兴发,10.03
434,移动支付,BK0556,12166.86,-137.35,-1.12,3486738592000,3.97,17,56,飞天诚信,6.95
34,小米汽车,BK1155,1415.68,-16.05,-1.12,3680507744000,3.44,22,49,禾昌聚合,7.43
285,边缘计算,BK0860,2207.15,-25.13,-1.13,3177270400000,3.84,30,94,大位科技,9.94
76,AIGC概念,BK1111,2062.82,-23.88,-1.14,2087997392000,6.79,27,85,中电兴发,10.03
288,纳米银,BK0855,1716.44,-19.97,-1.15,109819620000,5.34,2,8,*ST有树,1.88
274,ETC,BK0875,1710.58,-20.08,-1.16,396629936000,4.25,7,38,新 大 陆,4.22
185,生物识别,BK0970,1608.96,-19.03,-1.17,1153383536000,5.0,8,43,苏州科达,9.96
71,数据确权,BK1118,1709.74,-20.28,-1.17,319292672000,9.35,9,25,天舟文化,6.37
397,大数据,BK0634,5202.17,-61.63,-1.17,5498213888000,5.45,70,237,大位科技,9.94
342,航母概念,BK0715,848.95,-10.09,-1.17,1123245024000,1.53,6,31,宝钢股份,2.02
40,星闪概念,BK1149,1501.94,-17.99,-1.18,572380208000,4.98,9,27,艾为电子,2.92
271,UWB概念,BK0880,1674.85,-20.38,-1.2,430530240000,3.74,3,17,中电兴发,10.03
247,广电,BK0904,1501.19,-18.49,-1.22,252260661000,2.98,4,24,中广天择,2.99
284,数字孪生,BK0861,1533.51,-19.07,-1.23,1046042976000,3.66,18,61,恒为科技,10.0
54,数据要素,BK1135,1224.88,-15.31,-1.23,2056263984000,6.28,31,103,中电兴发,10.03
39,新型工业化,BK1150,1250.45,-15.86,-1.25,1725564864000,5.73,24,66,恒为科技,10.0
404,3D打印,BK0619,5510.39,-69.87,-1.25,648107248000,4.74,15,49,博迁新材,4.19
94,汽车一体化压铸,BK1093,1229.62,-15.65,-1.26,361094096000,6.29,8,21,三祥新材,8.36
170,换电概念,BK0985,1381.68,-17.8,-1.27,854646288000,2.74,9,37,海汽集团,4.57
83,信创,BK1104,1945.94,-25.1,-1.27,4072324288000,7.79,52,189,苏州科达,9.96
386,网络安全,BK0655,4720.98,-60.96,-1.27,5101325056000,4.26,30,105,奥飞数据,11.02
286,超清视频,BK0859,1944.66,-25.27,-1.28,2623333952000,3.75,20,79,苏州科达,9.96
162,空间站概念,BK0994,1588.43,-20.91,-1.3,202808390000,4.67,4,16,佳讯飞鸿,2.62
154,激光雷达,BK1002,1609.54,-21.77,-1.33,499146896000,4.3,7,28,湘油泵,9.45
120,东数西算,BK1064,1862.11,-25.24,-1.34,1250126976000,6.0,16,42,华孚时尚,9.96
27,AI手机,BK1162,1593.84,-21.75,-1.35,909148656000,6.16,9,24,佰维存储,5.29
2,DeepSeek概念,BK1188,1337.18,-18.42,-1.36,3532977664000,7.86,44,133,居然智家,9.95
46,空间计算,BK1143,1291.38,-18.37,-1.4,156724506000,6.44,5,19,天润科技,1.19
399,北斗导航,BK0629,5721.08,-81.8,-1.41,966125520000,4.32,11,66,信息发展,5.1
25,AIPC,BK1164,1653.06,-23.96,-1.43,1036060160000,4.7,8,32,博杰股份,7.32
149,植物照明,BK1007,1032.05,-14.95,-1.43,168613022000,4.73,3,15,万润科技,2.74
403,地热能,BK0622,3274.62,-47.9,-1.44,97377073000,3.69,2,10,澳柯玛,1.56
48,混合现实,BK1141,1437.51,-21.28,-1.46,1109385920000,2.78,2,28,歌尔股份,2.61
37,高带宽内存,BK1152,1049.14,-15.74,-1.48,155869142000,9.0,3,10,香农芯创,4.41
126,电子纸概念,BK1057,1112.9,-16.99,-1.5,360877584000,2.21,0,14,研奥股份,-0.19
29,柔性屏(折叠屏),BK1160,1455.69,-22.18,-1.5,1044929760000,4.13,12,60,强瑞技术,7.84
243,HIT电池,BK0908,2263.45,-34.37,-1.5,645650336000,2.11,3,36,京山轻机,0.42
371,超导概念,BK0679,3984.79,-61.63,-1.52,235418784000,4.42,2,13,国缆检测,1.21
343,5G概念,BK0714,1318.54,-20.49,-1.53,8502238720000,3.86,52,272,光华科技,10.01
360,国产软件,BK0696,3478.85,-55.26,-1.56,3400009936000,6.58,40,192,苏州科达,9.96
30,Sora概念,BK1159,1683.07,-26.91,-1.57,396156848000,7.64,7,33,群兴玩具,10.02
14,财税数字化,BK1176,1803.7,-28.85,-1.57,558726688000,7.32,7,34,汉鑫科技,14.05
64,电子后视镜,BK1125,1638.06,-26.05,-1.57,414589152000,3.66,1,22,豪恩汽电,0.33
129,DRG/DIP,BK1054,1159.98,-19.15,-1.62,203393513000,9.05,2,17,荣科科技,8.07
70,PLC概念,BK1119,1488.4,-25.11,-1.66,405326240000,5.33,1,8,伟创电气,4.71
77,Web3.0,BK1110,1876.07,-31.69,-1.66,516160864000,7.45,9,37,首都在线,6.62
28,英伟达概念,BK1161,1507.73,-26.49,-1.73,1445735440000,4.76,9,40,博杰股份,7.32
208,屏下摄像,BK0947,1069.14,-19.22,-1.77,573540992000,2.59,1,9,联合光电,4.07
15,玻璃基板,BK1175,1404.43,-25.79,-1.8,545498512000,3.31,2,32,凯盛科技,0.53
191,6G概念,BK0964,1393.9,-25.93,-1.83,530747408000,4.81,3,24,三维通信,2.06
347,量子通信,BK0710,2542.19,-47.9,-1.85,1427559696000,3.74,7,43,苏州科达,9.96
8,智谱AI,BK1182,1329.35,-25.57,-1.89,467028672000,10.48,11,24,首都在线,6.62
53,光通信模块,BK1136,1410.96,-27.67,-1.92,905867840000,5.62,8,48,奥飞数据,11.02
18,AI语料,BK1172,1020.96,-20.26,-1.95,380734576000,7.54,4,22,福石控股,3.76
270,3D玻璃,BK0881,1316.5,-26.64,-1.98,334083392000,5.76,3,15,福能东方,6.88
51,液冷概念,BK1138,1332.03,-28.83,-2.12,1284209760000,7.2,10,52,强瑞技术,7.84
21,Kimi概念,BK1169,1192.46,-26.59,-2.18,559419392000,7.91,4,21,超讯通信,5.25
143,华为欧拉,BK1013,1828.8,-41.66,-2.23,349301072000,12.19,3,14,麒麟信安,5.29
240,远程办公,BK0912,1605.2,-37.32,-2.27,819304368000,6.14,3,36,苏州科达,9.96
47,裸眼3D,BK1142,1101.15,-25.73,-2.28,313488624000,3.03,2,21,大丰实业,1.03
324,AI智能体,BK0809,1157.96,-27.15,-2.29,681362080000,6.97,8,38,拓尔思,6.56
98,F5G概念,BK1088,2391.26,-56.73,-2.32,566922192000,2.32,4,19,共进股份,9.99
134,EDR概念,BK1049,1622.8,-38.71,-2.33,308095744000,4.57,1,13,全志科技,1.95
199,eSIM,BK0956,1682.13,-40.43,-2.35,351338048000,3.02,1,9,澄天伟业,2.02
254,IPv6,BK0897,1415.13,-35.01,-2.41,656985104000,3.89,1,11,深康佳Ａ,2.7
266,VPN,BK0885,1371.09,-34.19,-2.43,378866368000,7.91,4,17,优刻得-W,4.94
1,腾讯云,BK1189,1019.57,-26.18,-2.5,697582848000,11.37,6,17,首都在线,6.62
22,铜缆高速连接,BK1168,1616.31,-41.67,-2.51,667547968000,6.29,3,31,奥飞数据,11.02
56,ERP概念,BK1133,1297.9,-36.72,-2.75,276563680000,5.57,2,15,赛意信息,3.84
213,商汤概念,BK0942,1309.35,-37.91,-2.81,528881696000,3.6,1,13,上海临港,0.2
102,数字哨兵,BK1084,1581.94,-45.94,-2.82,103951075000,6.93,1,11,雄帝科技,1.21
61,CPO概念,BK1128,2681.19,-79.49,-2.88,1409665056000,4.25,2,41,奥飞数据,11.02
57,MLOps概念,BK1132,1171.08,-36.92,-3.06,196128727000,5.5,1,9,安恒信息,2.16
148,国资云概念,BK1008,1769.93,-60.23,-3.29,462987392000,11.46,3,16,杭钢股份,10.01
