排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
165,工程机械概念,BK0991,1357.19,-27.2,-1.96,1010044928000,1.86,6,44,铁拓机械,20.06
342,航母概念,BK0715,832.13,-16.82,-1.98,1107033760000,1.47,4,32,东方锆业,10.0
104,噪声防治,BK1082,1256.08,-25.39,-1.98,33159457000,4.61,1,7,德尔股份,5.17
226,湖北自贸,BK0926,1527.36,-31.2,-2.0,359267168000,3.91,4,24,襄阳轴承,10.0
278,GDR,BK0868,869.69,-17.72,-2.0,1434995376000,0.96,1,10,国投电力,0.99
242,降解塑料,BK0909,1556.2,-31.88,-2.01,687270304000,2.33,9,56,东华科技,10.05
426,稀土永磁,BK0578,2225.64,-45.81,-2.02,939405792000,2.38,8,54,东方锆业,10.0
138,预制菜概念,BK1025,1031.85,-21.33,-2.03,645726608000,3.53,8,48,桂发祥,2.49
16,合成生物,BK1174,1036.45,-21.59,-2.04,1197259504000,2.62,13,96,至纯科技,10.0
259,乳业,BK0892,1024.25,-21.28,-2.04,445028592000,2.74,5,24,一鸣食品,4.71
456,HS300_,BK0500,10245.25,-212.93,-2.04,56295043328000,0.61,35,258,海大集团,5.9
92,钒电池,BK1095,1095.6,-22.76,-2.04,499817344000,2.18,1,18,明星电力,2.14
336,海绵城市,BK0724,909.76,-19.1,-2.06,291384224000,3.42,3,34,蒙草生态,6.09
460,新能源,BK0493,13767.32,-288.9,-2.06,5809426688000,1.8,30,176,长青集团,9.93
272,标准普尔,BK0879,1440.74,-30.73,-2.09,56196467968000,1.18,124,918,东尼电子,9.99
263,农业种植,BK0888,2031.56,-43.37,-2.09,731317056000,3.45,11,75,好想你,9.97
339,PPP模式,BK0721,678.5,-14.47,-2.09,2258716592000,1.88,21,130,东华科技,10.05
89,生物质能发电,BK1098,907.21,-19.45,-2.1,197013384000,1.87,1,25,九洲集团,1.42
310,新零售,BK0825,927.66,-19.91,-2.1,2505052864000,3.19,28,116,中百集团,4.8
78,供销社概念,BK1109,972.55,-20.93,-2.11,133190324000,3.67,2,12,湖南发展,1.6
458,AB股,BK0498,10739.36,-231.44,-2.11,1367034752000,2.03,10,63,苏常柴Ａ,9.94
330,股权转让,BK0803,655.88,-14.22,-2.12,188020742000,2.82,9,30,汉嘉设计,8.27
313,MSCI中国,BK0821,1168.51,-25.52,-2.14,64449042176000,0.86,63,493,海大集团,5.9
189,碳交易,BK0966,1440.03,-31.53,-2.14,2466698752000,1.51,18,118,延华智能,10.01
238,医废处理,BK0914,1023.64,-22.37,-2.14,200356289000,1.7,2,31,东华科技,10.05
427,核能核电,BK0577,2003.07,-44.01,-2.15,2831581200000,1.89,20,120,万马股份,10.02
340,健康中国,BK0719,1104.53,-24.4,-2.16,1453051056000,2.47,9,93,好想你,9.97
444,参股银行,BK0525,10234.72,-227.19,-2.17,11133483776000,1.27,20,204,苏常柴Ａ,9.94
66,蒙脱石散,BK1123,914.95,-20.29,-2.17,54376243000,2.22,0,11,特一药业,-0.74
115,土壤修复,BK1070,756.06,-17.03,-2.2,193124844000,3.16,3,31,蒙草生态,6.09
368,国企改革,BK0683,4092.37,-92.96,-2.22,35851166464000,1.44,134,1198,准油股份,10.02
157,茅指数,BK0999,710.46,-16.14,-2.22,13038558464000,1.27,6,36,东方雨虹,1.81
367,京津冀,BK0684,1549.97,-35.16,-2.22,571437280000,2.11,6,48,龙星科技,2.99
11,房屋检测,BK1179,1292.72,-29.54,-2.23,219704617000,2.77,4,32,宁波建工,10.05
358,免疫治疗,BK0698,1274.97,-29.22,-2.24,448667888000,1.81,5,39,热景生物,6.32
175,化债(AMC)概念,BK0980,1025.62,-23.59,-2.25,1027281904000,2.47,10,52,蒙草生态,6.09
49,央企改革,BK1140,1080.84,-24.85,-2.25,33717319680000,0.67,49,402,东华科技,10.05
345,一带一路,BK0712,1271.86,-29.29,-2.25,13371796992000,1.13,61,383,准油股份,10.02
398,土地流转,BK0632,1553.32,-35.71,-2.25,462366800000,2.74,5,44,芭田股份,8.13
243,HIT电池,BK0908,2212.45,-51.0,-2.25,632309808000,2.18,4,35,阿特斯,3.67
302,东北振兴,BK0838,1078.19,-24.83,-2.25,624687696000,2.08,6,52,ST华微,4.85
275,垃圾分类,BK0873,1330.91,-31.01,-2.28,792314288000,2.71,11,90,汉嘉设计,8.27
352,上证380,BK0705,2308.0,-53.85,-2.28,7799026944000,1.5,48,328,至纯科技,10.0
127,幽门螺杆菌概念,BK1056,811.7,-18.9,-2.28,458461712000,1.88,3,48,ST三圣,2.46
402,海洋经济,BK0623,2315.54,-54.21,-2.29,679278480000,1.54,1,28,中海油服,2.05
383,婴童概念,BK0664,1402.27,-32.98,-2.3,1231774416000,3.43,20,125,群兴玩具,9.98
245,流感,BK0906,1404.29,-33.08,-2.3,1271623744000,1.83,8,105,热景生物,6.32
9,并购重组概念,BK1181,1025.77,-24.19,-2.3,1227594576000,2.26,16,61,哈森股份,10.01
17,锂矿概念,BK1173,1145.03,-26.9,-2.3,2396297056000,1.93,3,33,科力远,0.87
262,医疗美容,BK0889,1480.59,-34.99,-2.31,950876560000,1.73,6,60,金发拉比,2.44
412,参股保险,BK0604,2316.61,-55.12,-2.32,5710336256000,0.87,6,77,天利科技,6.18
282,氢能源,BK0864,1080.6,-25.7,-2.32,4590673408000,1.78,30,212,东华科技,10.05
214,疫苗冷链,BK0941,1109.14,-26.46,-2.33,461807936000,1.87,2,27,长虹美菱,1.49
287,工业大麻,BK0856,1560.11,-37.21,-2.33,407446512000,2.56,4,41,吉峰科技,6.43
100,粮食概念,BK1086,766.64,-18.4,-2.34,202430724000,3.1,1,28,康农种业,2.55
168,钠离子电池,BK0988,1325.06,-31.71,-2.34,1970044224000,3.46,9,42,上海洗霸,10.01
416,水利建设,BK0597,1581.41,-37.96,-2.34,2064151664000,2.16,15,93,宁波建工,10.05
374,病毒防治,BK0675,2307.57,-55.59,-2.35,1471261920000,1.76,8,110,蓝帆医疗,9.98
438,生物疫苗,BK0548,24250.17,-582.98,-2.35,1024641472000,1.52,3,67,欧林生物,2.48
166,快递概念,BK0990,865.75,-20.91,-2.36,582766000000,1.62,4,37,申通快递,2.77
119,气溶胶检测,BK1065,1213.43,-29.51,-2.37,209213658000,1.4,1,10,蓝盾光电,1.15
277,单抗概念,BK0870,1398.39,-34.2,-2.39,1448274528000,1.33,3,45,百济神州-U,5.49
293,进口博览,BK0850,964.49,-23.59,-2.39,237035731000,1.14,1,15,来伊份,0.99
308,万达概念,BK0831,979.18,-23.96,-2.39,560560352000,1.02,0,15,中国中铁,-0.34
418,风能,BK0595,1878.96,-46.05,-2.39,6240141312000,1.33,26,192,胜业电气,8.53
187,固态电池,BK0968,1692.52,-41.58,-2.4,4995350528000,4.14,32,136,三祥新材,10.0
257,阿兹海默,BK0894,1614.9,-39.87,-2.41,137800167000,2.88,0,14,广誉远,-0.45
372,粤港自贸,BK0677,2891.87,-71.37,-2.41,1024751984000,2.1,8,64,松炀资源,4.66
442,成渝特区,BK0534,17852.33,-441.65,-2.41,2224305552000,1.98,13,74,中交地产,3.8
131,动力电池回收,BK1052,729.43,-18.11,-2.42,716986128000,3.09,4,34,湖南裕能,4.74
222,尾气治理,BK0932,1392.52,-34.51,-2.42,246528758000,4.58,5,29,有研新材,9.99
155,内贸流通,BK1001,1183.12,-29.38,-2.42,1442640048000,3.33,20,146,东百集团,10.06
101,痘病毒防治,BK1085,764.59,-19.04,-2.43,626532512000,2.15,6,50,热景生物,6.32
320,雄安新区,BK0813,869.27,-21.78,-2.44,2622239280000,2.04,20,141,长青集团,9.93
200,C2M概念,BK0955,1164.76,-29.18,-2.44,311048208000,3.67,6,34,赛意信息,16.36
382,电商概念,BK0665,1990.34,-50.27,-2.46,6438487296000,2.95,49,284,好想你,9.97
387,养老概念,BK0653,2421.15,-60.96,-2.46,2820039440000,2.58,17,105,海南椰岛,10.03
355,中证500,BK0701,1943.88,-49.26,-2.47,13437779968000,1.83,42,452,湖南裕能,4.74
142,发电机概念,BK1014,1506.42,-38.33,-2.48,152039615000,8.27,4,17,苏常柴Ａ,9.94
419,长江三角,BK0594,2372.02,-60.22,-2.48,8349347584000,2.32,39,364,万马股份,10.02
459,节能环保,BK0494,10810.47,-277.8,-2.51,3714717488000,2.45,47,361,长青集团,9.93
291,冷链物流,BK0852,1724.54,-44.39,-2.51,1522688144000,2.48,16,101,东百集团,10.06
350,沪股通,BK0707,1966.15,-50.55,-2.51,59856747520000,1.0,135,1142,至纯科技,10.0
72,抗菌面料,BK1116,1194.41,-30.93,-2.52,82986020000,2.78,2,13,安奈儿,4.55
107,肝炎概念,BK1078,1101.25,-28.46,-2.52,421389968000,2.2,2,43,热景生物,6.32
311,养老金,BK0823,1317.69,-34.13,-2.52,2962086832000,1.61,26,152,皇马科技,3.99
31,微盘股,BK1158,2068.96,-53.61,-2.53,714347520000,3.62,32,367,山东华鹏,9.98
279,富时罗素,BK0867,1500.92,-39.11,-2.54,61599889408000,1.41,137,1139,好想你,9.97
228,地摊经济,BK0924,1799.87,-47.25,-2.56,605771392000,2.71,4,31,*ST人乐,2.87
125,地下管网,BK1058,930.65,-24.5,-2.57,300429648000,2.03,2,42,设研院,5.46
433,滨海新区,BK0566,9116.09,-240.81,-2.57,199075237000,1.74,0,21,退市卓朗,0.0
359,IPO受益,BK0697,3117.91,-82.96,-2.59,2125569584000,1.8,4,53,长园集团,1.59
366,举牌,BK0685,2062.0,-55.36,-2.61,191269200000,2.08,2,10,金固股份,3.37
118,民爆概念,BK1066,1228.96,-33.12,-2.62,161264331000,1.56,1,16,易普力,0.63
446,新材料,BK0523,24966.83,-671.99,-2.62,4090968816000,3.1,42,306,三祥新材,10.0
421,西部大开发,BK0590,2631.4,-70.82,-2.62,10671810560000,2.15,77,515,准油股份,10.02
194,有机硅,BK0961,1187.73,-32.02,-2.63,297746560000,2.64,1,30,金银河,3.73
109,建筑节能,BK1076,886.38,-24.04,-2.64,197427557000,3.56,4,38,浙江建投,2.5
422,太阳能,BK0588,3051.38,-82.87,-2.64,7692528896000,2.18,51,353,东尼电子,9.99
219,长寿药,BK0936,838.63,-22.82,-2.65,121161002000,3.72,1,14,*ST普利,3.23
121,重组蛋白,BK1063,755.12,-20.52,-2.65,152350976000,1.6,1,13,三生国健,1.58
326,共享经济,BK0807,846.55,-23.05,-2.65,248054372000,4.45,4,15,中电兴发,9.96
90,TOPCon电池,BK1097,718.21,-19.75,-2.68,592280064000,2.47,4,37,沐邦高科,6.59
445,参股期货,BK0524,27329.53,-754.76,-2.69,2938608000000,1.23,1,46,中信尼雅,0.18
334,深证100R,BK0743,1094.59,-30.39,-2.7,12951726080000,1.31,8,91,海大集团,5.9
376,沪企改革,BK0672,2573.28,-71.45,-2.7,947057488000,1.65,1,39,光大嘉宝,5.05
283,超级真菌,BK0862,938.91,-26.06,-2.7,478389168000,1.87,1,20,*ST普利,3.23
321,贬值受益,BK0812,1270.96,-35.45,-2.71,2067189488000,2.62,19,141,海泰科,20.0
440,基金重仓,BK0536,9989.13,-277.76,-2.71,7288320512000,2.23,14,61,海大集团,5.9
5,冰雪经济,BK1185,864.96,-24.38,-2.74,222765368000,4.21,7,28,欧圣电气,4.9
299,体外诊断,BK0841,1209.44,-34.05,-2.74,946938432000,1.9,5,62,热景生物,6.32
113,中俄贸易概念,BK1072,1293.14,-36.83,-2.77,458237872000,2.86,8,51,华通线缆,3.35
123,新冠药物,BK1060,740.16,-21.17,-2.78,537097824000,1.69,1,56,华特达因,0.49
314,壳资源,BK0820,1028.92,-29.49,-2.79,266024840000,6.07,12,66,远程股份,9.92
234,特高压,BK0918,1773.94,-51.0,-2.79,1081368864000,2.11,8,76,奥 特 迅,10.02
227,北交所概念,BK0925,1591.15,-45.64,-2.79,353132496000,1.94,0,27,积成电子,-0.26
24,娃哈哈概念,BK1165,1110.8,-31.88,-2.79,100246805000,2.75,1,20,佳禾食品,10.03
43,减肥药,BK1146,898.54,-25.96,-2.81,365252208000,1.97,2,23,*ST普利,3.23
144,PVDF概念,BK1012,813.53,-23.52,-2.81,264060405000,2.13,0,15,三美股份,-1.2
111,托育服务,BK1074,682.7,-19.91,-2.83,86122733000,6.81,2,11,爱婴室,3.57
357,全息技术,BK0699,2228.98,-65.0,-2.83,147582046000,3.54,1,9,苏州科达,5.59
414,海工装备,BK0601,1537.27,-45.09,-2.85,1117401520000,1.6,5,38,中海油服,2.05
428,锂电池,BK0574,2937.34,-86.18,-2.85,7790038272000,3.31,50,333,东华科技,10.05
431,深成500,BK0568,1113.15,-32.6,-2.85,22331897344000,2.12,48,446,海大集团,5.9
443,转债标的,BK0528,9306.22,-276.39,-2.88,7273627648000,1.91,49,444,长青集团,9.93
349,体育产业,BK0708,1165.96,-34.59,-2.88,810348480000,2.32,10,63,东望时代,2.7
447,社保重仓,BK0520,10358.09,-308.7,-2.89,415179344000,2.29,3,25,裕同科技,2.53
305,乡村振兴,BK0834,1402.3,-41.78,-2.89,1354117632000,3.82,17,121,苏常柴Ａ,9.94
288,纳米银,BK0855,1666.76,-49.68,-2.89,106981095000,5.51,1,9,*ST有树,3.0
423,智能电网,BK0581,1647.84,-49.01,-2.89,1888207424000,3.71,21,155,天正电气,9.96
212,汽车拆解,BK0943,1052.22,-31.66,-2.92,280484208000,2.29,2,16,深高速,2.76
371,超导概念,BK0679,3868.26,-116.53,-2.92,227408536000,4.17,2,13,辰光医疗,2.37
241,口罩,BK0911,1532.31,-46.31,-2.93,2976653136000,3.23,19,140,蓝帆医疗,9.98
403,地热能,BK0622,3177.75,-96.87,-2.96,93674961000,3.93,1,12,中材节能,6.29
216,辅助生殖,BK0939,956.81,-29.3,-2.97,512473264000,2.62,3,50,悦心健康,5.28
436,机构重仓,BK0552,13567.06,-415.14,-2.97,41999820032000,1.13,79,879,襄阳轴承,10.0
69,熊去氧胆酸,BK1120,933.41,-28.71,-2.98,325557184000,1.97,0,21,白云山,-0.41
80,科创板做市商,BK1107,1406.77,-43.31,-2.99,1770215392000,1.11,0,14,东吴证券,-1.11
19,碳纤维,BK1171,1219.24,-37.64,-2.99,353338352000,3.27,2,32,吉林化纤,4.19
182,注射器概念,BK0973,835.57,-25.95,-3.01,72913096000,2.0,0,13,五洲医疗,-1.27
81,创新药,BK1106,1063.4,-32.96,-3.01,1542371552000,1.7,3,85,百利天恒-U,3.44
420,铁路基建,BK0592,2289.36,-71.38,-3.02,2893400608000,1.45,9,107,湖南天雁,5.69
379,医疗器械概念,BK0668,3483.83,-109.66,-3.05,4601841664000,3.19,30,279,蓝帆医疗,9.98
405,石墨烯,BK0617,1960.94,-62.6,-3.09,838812944000,3.13,6,64,金博股份,10.73
68,第四代半导体,BK1121,1325.62,-42.31,-3.09,105420297000,1.16,0,4,中国西电,-1.32
327,精准医疗,BK0806,949.29,-30.39,-3.1,584088416000,2.78,3,42,澳洋健康,0.87
221,退税商店,BK0933,1177.17,-37.69,-3.1,141656560000,2.05,1,9,广百股份,0.13
430,预亏预减,BK0570,1873.68,-59.89,-3.1,11432160512000,3.06,132,1146,群兴玩具,9.98
180,磁悬浮概念,BK0975,1650.01,-53.26,-3.13,725242128000,1.78,1,27,中科电气,1.47
184,注册制次新股,BK0971,689.54,-22.39,-3.14,756967632000,14.18,14,60,平安电工,9.99
167,储能,BK0989,1742.49,-56.61,-3.15,7957794816000,2.62,37,291,奥 特 迅,10.02
224,抖音小店,BK0928,1170.42,-38.48,-3.18,255813619000,3.6,3,25,桂发祥,2.49
417,融资融券,BK0596,2388.67,-78.61,-3.19,91945996288000,1.73,364,3270,群兴玩具,9.98
356,充电桩,BK0700,2338.11,-77.43,-3.21,4219697376000,3.76,26,201,凯旺科技,20.01
407,食品安全,BK0614,5696.81,-188.85,-3.21,338831680000,3.68,5,38,芭田股份,8.13
429,预盈预增,BK0571,4489.96,-150.03,-3.23,17329157120000,3.26,139,1171,山东华鹏,9.98
453,创投,BK0506,14846.78,-496.17,-3.23,4576973568000,3.26,27,269,群兴玩具,9.98
82,世界杯,BK1105,1583.5,-52.86,-3.23,2522498800000,2.44,1,18,中国移动,-0.07
116,智慧灯杆,BK1069,1439.12,-48.15,-3.24,139215985000,6.09,2,23,时空科技,9.98
415,参股新三板,BK0600,2459.16,-82.43,-3.24,1455570096000,3.68,6,97,蒙草生态,6.09
401,通用航空,BK0625,5497.87,-183.83,-3.24,1074227392000,1.96,3,38,华夏幸福,0.75
346,券商概念,BK0711,1087.66,-36.54,-3.25,3970283264000,1.67,0,56,海通证券,0.0
369,燃料电池,BK0682,3233.43,-108.71,-3.25,2618874480000,2.9,16,130,原尚股份,9.98
45,高压快充,BK1144,1110.78,-37.48,-3.26,410561840000,5.36,6,37,万马股份,10.02
73,跨境电商,BK1115,1319.78,-44.56,-3.27,1402433040000,4.08,16,115,海南椰岛,10.03
375,蓝宝石,BK0674,2524.59,-85.27,-3.27,544623568000,3.06,1,19,东尼电子,9.99
377,彩票概念,BK0671,2328.59,-80.17,-3.33,376292656000,3.44,3,19,海南椰岛,10.03
362,基因测序,BK0693,1826.28,-63.11,-3.34,546201888000,4.05,4,49,华大智造,4.61
46,空间计算,BK1143,1247.91,-43.47,-3.37,151359365000,6.38,2,22,宏景科技,20.01
329,深股通,BK0804,1009.18,-35.28,-3.38,30085057024000,3.07,133,1229,潜能恒信,20.03
292,纾困概念,BK0851,1594.28,-55.73,-3.38,429638208000,4.86,6,45,山东华鹏,9.98
441,QFII重仓,BK0535,16809.57,-592.46,-3.4,3141206576000,2.78,29,240,凯旺科技,20.01
156,宁组合,BK1000,532.71,-18.79,-3.41,4350028288000,1.69,0,24,亿纬锂能,-0.7
42,SPD概念,BK1147,898.24,-31.77,-3.42,68028935000,2.46,0,11,英特集团,-1.21
208,屏下摄像,BK0947,1032.52,-36.62,-3.43,556698096000,1.91,0,10,*ST合泰,-0.49
197,虚拟电厂,BK0958,1789.18,-63.8,-3.44,629154880000,2.86,4,47,奥 特 迅,10.02
354,超级电容,BK0703,3460.92,-123.61,-3.45,612622080000,2.52,1,32,仙鹤股份,5.03
394,互联金融,BK0637,4749.02,-170.21,-3.46,19258797568000,0.77,17,194,天利科技,6.18
93,钙钛矿电池,BK1094,736.89,-26.57,-3.48,594474416000,1.86,2,30,*ST中利,2.86
304,独角兽,BK0835,1723.39,-62.84,-3.52,5120448256000,3.3,14,111,*ST富润,4.1
67,血氧仪,BK1122,926.78,-33.86,-3.52,131768600000,2.81,0,14,中科美菱,-0.2
4,首发经济,BK1186,943.64,-34.82,-3.56,306208928000,6.53,8,31,欧圣电气,4.9
319,大飞机,BK0814,1304.71,-48.39,-3.58,1840035952000,2.62,4,97,旋极信息,3.55
344,2025规划,BK0713,952.98,-35.63,-3.6,3988985120000,2.25,7,75,有研新材,9.99
348,赛马概念,BK0709,682.24,-25.46,-3.6,18414030000,4.77,0,4,中体产业,-1.5
220,中芯概念,BK0935,1296.31,-48.64,-3.62,2498311632000,3.59,6,56,至纯科技,10.0
79,科创板做市股,BK1108,959.97,-36.03,-3.62,1871968768000,1.63,2,40,世华科技,3.08
389,上海自贸,BK0643,2908.73,-109.5,-3.63,918891872000,0.87,0,34,上港集团,-0.54
74,复合集流体,BK1113,803.34,-30.51,-3.66,190232042000,4.19,1,24,光华科技,0.31
215,网红直播,BK0940,664.88,-25.38,-3.68,1661640512000,5.04,14,117,好想你,9.97
172,核污染防治,BK0983,1207.38,-46.31,-3.69,376623904000,1.46,0,30,融发核电,0.0
41,BC电池,BK1148,856.89,-33.25,-3.74,380688848000,2.4,0,22,永和智控,-0.89
170,换电概念,BK0985,1329.87,-51.81,-3.75,831874704000,2.77,6,43,中恒电气,2.42
85,空气能热泵,BK1102,1283.27,-50.21,-3.77,1155173648000,3.54,2,30,长虹美菱,1.49
178,碳化硅,BK0977,1313.71,-51.71,-3.79,555847696000,3.69,1,35,东尼电子,9.99
199,eSIM,BK0956,1618.36,-63.77,-3.79,340565472000,2.69,2,8,ST天喻,1.11
325,军民融合,BK0808,1503.72,-59.34,-3.8,2783635408000,3.34,5,177,青矩技术,3.16
15,玻璃基板,BK1175,1350.87,-53.56,-3.81,528110928000,2.9,3,32,天马新材,6.04
