排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
25,航天航空,BK0480,42490.69,377.58,0.9,1020607792000,1.58,35,10,星图测控,10.45
26,软件开发,BK0737,1164.77,9.79,0.85,2452650272000,5.25,135,61,殷图网联,22.82
27,钢铁行业,BK0479,7291.42,59.27,0.82,879407584000,1.47,34,10,马钢股份,7.69
28,农牧饲渔,BK0433,12836.37,102.98,0.81,945456160000,1.9,69,19,康农种业,10.9
29,装修建材,BK0476,12260.45,97.95,0.81,430570032000,3.32,46,21,海螺新材,10.03
30,专用设备,BK0910,2609.99,19.55,0.75,1607773824000,4.11,157,98,华荣股份,10.01
31,家用轻工,BK0440,40863.69,305.27,0.75,277912768000,2.64,21,15,趣睡科技,10.66
32,计算机设备,BK0735,1317.64,9.71,0.74,964347824000,3.79,30,20,卡莱特,9.12
33,塑料制品,BK0454,13402.62,98.16,0.74,405665952000,4.63,54,30,佛塑科技,10.06
34,化学制药,BK0465,27922.49,201.95,0.73,1633232832000,1.79,101,40,新赣江,9.12
35,橡胶制品,BK1018,1397.25,9.29,0.67,280550528000,2.21,20,11,阳谷华泰,5.16
36,交运设备,BK0429,9173.6,60.52,0.66,664221168000,1.13,29,18,上海凤凰,7.16
37,光学光电子,BK1038,1513.95,9.89,0.66,1110220512000,2.43,62,36,联创光电,10.0
38,综合行业,BK0539,10061.17,63.5,0.64,186827579000,2.58,14,7,粤桂股份,4.92
39,包装材料,BK0733,933.92,5.69,0.61,124235456000,3.09,19,7,华源控股,6.18
40,汽车整车,BK1029,1651.92,9.61,0.59,2308230384000,1.52,16,7,众泰汽车,10.13
41,工程咨询服务,BK0726,714.26,3.95,0.56,188326883000,2.99,27,16,汉嘉设计,6.49
42,电网设备,BK0457,26010.54,135.05,0.52,1223911376000,3.1,81,50,天正电气,10.05
43,水泥建材,BK0424,23628.36,122.03,0.52,341406656000,1.54,12,10,四川双马,6.25
44,煤炭行业,BK0437,9989.47,46.55,0.47,1623665248000,0.67,24,8,电投能源,3.78
45,专业服务,BK1043,1186.3,5.27,0.45,202667610000,1.73,20,15,国义招标,7.74
46,珠宝首饰,BK0734,359.17,1.59,0.44,138544811000,1.01,10,7,迪阿股份,4.55
47,化纤行业,BK0471,13636.86,58.44,0.43,449119088000,1.65,17,10,蒙泰高新,5.03
48,公用事业,BK0427,8044.04,33.94,0.42,183857257000,1.12,15,4,海天股份,5.28
49,纺织服装,BK0436,10636.49,44.35,0.42,518552464000,2.42,58,36,红豆股份,10.16
50,互联网服务,BK0447,27164.57,112.69,0.42,1895573120000,6.98,83,63,云鼎科技,9.97
51,通信服务,BK0736,1183.59,4.67,0.4,3481504000000,1.25,22,17,纵横通信,9.98
52,物流行业,BK0422,6279.3,22.01,0.35,893560368000,0.98,31,22,华光源海,5.81
53,游戏,BK1046,1213.98,3.89,0.32,371650496000,4.92,19,8,恺英网络,6.19
54,家电行业,BK0456,21092.43,55.85,0.27,1900152624000,2.81,46,45,海立股份,10.01
55,工程机械,BK0739,1843.08,4.49,0.24,738461632000,2.33,17,13,荣亿精密,6.35
56,旅游酒店,BK0485,14335.94,33.1,0.23,334077024000,3.36,18,16,祥源文旅,6.02
57,房地产开发,BK0451,12415.87,23.82,0.19,1056215776000,1.88,48,34,首开股份,9.89
58,汽车零部件,BK0481,38298.04,65.84,0.17,1892200240000,4.11,115,103,征和工业,10.01
59,商业百货,BK0482,16838.65,14.16,0.08,553445360000,3.09,25,32,深 赛 格,10.01
60,贵金属,BK0732,1100.45,0.9,0.08,320105168000,1.8,7,5,湖南黄金,3.29
61,通用设备,BK0545,34864.93,26.12,0.07,1291731664000,4.83,117,98,常辅股份,18.6
62,工程建设,BK0425,21946.31,15.91,0.07,1411799104000,1.09,31,35,宁波建工,9.95
63,装修装饰,BK0725,501.34,0.26,0.05,119226368000,1.9,18,17,*ST名家,7.88
64,造纸印刷,BK0470,8650.13,3.06,0.04,240998491000,2.64,16,22,滨海能源,9.98
65,燃气,BK1028,1432.53,-0.75,-0.05,270555888000,0.8,14,14,东方环宇,2.48
66,文化传媒,BK0486,9797.09,-5.52,-0.06,1071050560000,2.64,62,32,米奥会展,5.02
67,银行,BK0475,3677.83,-5.28,-0.14,13320212480000,0.24,9,25,杭州银行,1.11
68,电力行业,BK0428,15215.74,-23.17,-0.15,2888451296000,0.8,23,47,绿能慧充,5.34
69,通信设备,BK0448,13499.71,-24.63,-0.18,1511936384000,4.53,51,53,永鼎股份,10.04
70,电源设备,BK1034,2035.5,-3.76,-0.18,403775040000,3.75,16,14,奥 特 迅,9.98
71,多元金融,BK0738,545.84,-1.68,-0.31,432233744000,1.07,10,11,*ST仁东,1.12
72,贸易行业,BK0484,9551.82,-34.59,-0.36,315127104000,2.3,19,16,凯瑞德,3.42
73,教育,BK0740,653.57,-2.67,-0.41,86750933000,3.9,9,6,行动教育,1.54
74,船舶制造,BK0729,783.27,-3.22,-0.41,348052208000,0.89,3,7,中国动力,1.29
75,航空机场,BK0420,4734.48,-23.66,-0.5,669485312000,0.82,3,10,中信海直,0.58
76,采掘行业,BK1017,1111.27,-5.78,-0.52,289334480000,1.29,6,14,铜冠矿建,5.56
77,证券,BK0473,139627.75,-731.45,-0.52,3288154304000,1.09,14,31,国泰君安,3.17
78,航运港口,BK0450,9312.22,-55.89,-0.6,976929136000,0.59,9,24,国航远洋,2.41
79,电机,BK1030,2113.56,-12.74,-0.6,242445805000,5.09,12,14,祥明智能,5.01
80,食品饮料,BK0438,25587.09,-161.24,-0.63,1551235280000,2.52,44,70,来伊份,7.12
81,酿酒行业,BK0477,49242.85,-310.87,-0.63,3580963568000,1.56,10,28,威龙股份,4.99
82,消费电子,BK1037,1574.56,-9.98,-0.63,2099083808000,3.41,39,56,威贸电子,12.3
83,半导体,BK1036,1485.6,-10.02,-0.67,4797011968000,3.18,63,94,思特威-W,5.27
84,保险,BK0474,1345.48,-10.07,-0.74,2759828384000,0.35,2,4,中国太保,0.16
85,铁路公路,BK0421,8626.37,-77.5,-0.89,749236784000,0.63,5,22,山西高速,0.86
86,石油行业,BK0464,5477.96,-53.9,-0.97,3508003136000,0.28,7,12,茂化实华,2.25
